relation_id,source_canonical_id,source_name,source_macro_gyrus,source_cytoarchitectonic_id,source_cytoarchitectonic_name,target_canonical_id,target_name,target_dk_label,hemisphere,relation_type,hierarchy_predicate,final_adjudication_status,status_code,reused_project_status,semantic_evidence_code,semantic_evidence_detail,hierarchy_evidence,laterality_status,correct_side_fraction,contralateral_fraction,spatial_raw_rank,spatial_gm_weighted_rank,spatial_gm_margin,spatial_competitor_target,provenance_source,decision_reason_codes,review_required,review_reason_codes,frozen_methodology_basis
NGIQ-BR-00000080,NGIQ-BR-00000080,PrG_R_6_6,Precentral gyrus,A6cvl,caudal ventrolateral area 6,NGIQ-BR-00000321,Right Precentral Gyrus,precentral,right,narrower,part_of,VERIFIED_HIERARCHICAL_MAPPING,B,VERIFIED_HIERARCHICAL_MAPPING (no prior equivalent; new state required),SEM_MACRO_GYRUS_TO_DK_CROSSWALK,same structure; direct name equivalence,PrG_R_6_6 is the caudal ventrolateral area 6 subdivision of the Precentral gyrus; target is the DK region 'Right Precentral Gyrus',SIDE_CONSISTENT,1.0,0.0,1,1,0.31043,Right Caudal Middle Frontal Gyrus,phase17_v3_cortical_170_relation_universe + V2 direct-spatial + GM-weighted,SEM_EXACT_MACRO_GYRUS_MATCH|HIER_FINE_SUBDIVISION_OF_MACRO_GYRUS|LAT_SIDE_CONSISTENT|SPATIAL_RANK1_RAW_AND_GM,False,,b970f48 CORTICAL_CROSS_ATLAS_SUPPORT_DOMAIN_MISMATCH_CONFIRMED / SPATIALLY_COMPATIBLE
NGIQ-BR-00000081,NGIQ-BR-00000081,PCL_L_2_1,Paracentral lobule,A1/2/3ll,area 1/2/3 (lower limb region),NGIQ-BR-00000283,Left Paracentral Lobule,paracentral,left,narrower,part_of,VERIFIED_HIERARCHICAL_MAPPING,B,VERIFIED_HIERARCHICAL_MAPPING (no prior equivalent; new state required),SEM_MACRO_GYRUS_TO_DK_CROSSWALK,same structure; direct name equivalence,PCL_L_2_1 is the area 1/2/3 (lower limb region) subdivision of the Paracentral lobule; target is the DK region 'Left Paracentral Lobule',SIDE_CONSISTENT,0.98164,0.01836,1,1,0.47574,Left Precentral Gyrus,phase17_v3_cortical_170_relation_universe + V2 direct-spatial + GM-weighted,SEM_EXACT_MACRO_GYRUS_MATCH|HIER_FINE_SUBDIVISION_OF_MACRO_GYRUS|LAT_SIDE_CONSISTENT|SPATIAL_RANK1_RAW_AND_GM,False,,b970f48 CORTICAL_CROSS_ATLAS_SUPPORT_DOMAIN_MISMATCH_CONFIRMED / SPATIALLY_COMPATIBLE
NGIQ-BR-00000082,NGIQ-BR-00000082,PCL_R_2_1,Paracentral lobule,A1/2/3ll,area 1/2/3 (lower limb region),NGIQ-BR-00000314,Right Paracentral Lobule,paracentral,right,narrower,part_of,VERIFIED_HIERARCHICAL_MAPPING,B,VERIFIED_HIERARCHICAL_MAPPING (no prior equivalent; new state required),SEM_MACRO_GYRUS_TO_DK_CROSSWALK,same structure; direct name equivalence,PCL_R_2_1 is the area 1/2/3 (lower limb region) subdivision of the Paracentral lobule; target is the DK region 'Right Paracentral Lobule',SIDE_CONSISTENT,1.0,0.0,1,1,0.38877,Right Precuneus,phase17_v3_cortical_170_relation_universe + V2 direct-spatial + GM-weighted,SEM_EXACT_MACRO_GYRUS_MATCH|HIER_FINE_SUBDIVISION_OF_MACRO_GYRUS|LAT_SIDE_CONSISTENT|SPATIAL_RANK1_RAW_AND_GM,False,,b970f48 CORTICAL_CROSS_ATLAS_SUPPORT_DOMAIN_MISMATCH_CONFIRMED / SPATIALLY_COMPATIBLE
NGIQ-BR-00000083,NGIQ-BR-00000083,PCL_L_2_2,Paracentral lobule,A4ll,"area 4, (lower limb region)",NGIQ-BR-00000283,Left Paracentral Lobule,paracentral,left,narrower,part_of,PLAUSIBLE_MAPPING_NEEDS_HUMAN_REVIEW,C,LIKELY_CONTAINED_NEEDS_SPATIAL_REVIEW,SEM_MACRO_GYRUS_TO_DK_CROSSWALK,same structure; direct name equivalence,"PCL_L_2_2 is the area 4, (lower limb region) subdivision of the Paracentral lobule; target is the DK region 'Left Paracentral Lobule'",SIDE_CONSISTENT + MIDLINE_CROSSING,0.95456,0.04544,1,1,0.50252,Left Precentral Gyrus,phase17_v3_cortical_170_relation_universe + V2 direct-spatial + GM-weighted,SEM_EXACT_MACRO_GYRUS_MATCH|HIER_FINE_SUBDIVISION_OF_MACRO_GYRUS|LAT_SIDE_CONSISTENT|SPATIAL_RANK1_RAW_AND_GM,True,LAT_MIDLINE_PARTIAL_CROSSING,b970f48 CORTICAL_CROSS_ATLAS_SUPPORT_DOMAIN_MISMATCH_CONFIRMED / SPATIALLY_COMPATIBLE
NGIQ-BR-00000084,NGIQ-BR-00000084,PCL_R_2_2,Paracentral lobule,A4ll,"area 4, (lower limb region)",NGIQ-BR-00000314,Right Paracentral Lobule,paracentral,right,narrower,part_of,VERIFIED_HIERARCHICAL_MAPPING,B,VERIFIED_HIERARCHICAL_MAPPING (no prior equivalent; new state required),SEM_MACRO_GYRUS_TO_DK_CROSSWALK,same structure; direct name equivalence,"PCL_R_2_2 is the area 4, (lower limb region) subdivision of the Paracentral lobule; target is the DK region 'Right Paracentral Lobule'",SIDE_CONSISTENT,0.99768,0.00232,1,1,0.42438,Right Precentral Gyrus,phase17_v3_cortical_170_relation_universe + V2 direct-spatial + GM-weighted,SEM_EXACT_MACRO_GYRUS_MATCH|HIER_FINE_SUBDIVISION_OF_MACRO_GYRUS|LAT_SIDE_CONSISTENT|SPATIAL_RANK1_RAW_AND_GM,False,,b970f48 CORTICAL_CROSS_ATLAS_SUPPORT_DOMAIN_MISMATCH_CONFIRMED / SPATIALLY_COMPATIBLE
NGIQ-BR-00000085,NGIQ-BR-00000085,STG_L_6_2,Superior temporal gyrus,A41/42,area 41/42,NGIQ-BR-00000296,Left Superior Temporal Gyrus,superiortemporal,left,narrower,part_of,VERIFIED_HIERARCHICAL_MAPPING,B,VERIFIED_HIERARCHICAL_MAPPING (no prior equivalent; new state required),SEM_MACRO_GYRUS_TO_DK_CROSSWALK,same structure; direct name equivalence,STG_L_6_2 is the area 41/42 subdivision of the Superior temporal gyrus; target is the DK region 'Left Superior Temporal Gyrus',SIDE_CONSISTENT,1.0,0.0,1,1,0.30929,Left Transverse Temporal Gyrus,phase17_v3_cortical_170_relation_universe + V2 direct-spatial + GM-weighted,SEM_EXACT_MACRO_GYRUS_MATCH|HIER_FINE_SUBDIVISION_OF_MACRO_GYRUS|LAT_SIDE_CONSISTENT|SPATIAL_RANK1_RAW_AND_GM,False,,b970f48 CORTICAL_CROSS_ATLAS_SUPPORT_DOMAIN_MISMATCH_CONFIRMED / SPATIALLY_COMPATIBLE
NGIQ-BR-00000086,NGIQ-BR-00000086,STG_R_6_2,Superior temporal gyrus,A41/42,area 41/42,NGIQ-BR-00000327,Right Superior Temporal Gyrus,superiortemporal,right,narrower,part_of,VERIFIED_HIERARCHICAL_MAPPING,B,VERIFIED_HIERARCHICAL_MAPPING (no prior equivalent; new state required),SEM_MACRO_GYRUS_TO_DK_CROSSWALK,same structure; direct name equivalence,STG_R_6_2 is the area 41/42 subdivision of the Superior temporal gyrus; target is the DK region 'Right Superior Temporal Gyrus',SIDE_CONSISTENT,1.0,0.0,1,1,0.22969,Right Transverse Temporal Gyrus,phase17_v3_cortical_170_relation_universe + V2 direct-spatial + GM-weighted,SEM_EXACT_MACRO_GYRUS_MATCH|HIER_FINE_SUBDIVISION_OF_MACRO_GYRUS|LAT_SIDE_CONSISTENT|SPATIAL_RANK1_RAW_AND_GM,False,,b970f48 CORTICAL_CROSS_ATLAS_SUPPORT_DOMAIN_MISMATCH_CONFIRMED / SPATIALLY_COMPATIBLE
NGIQ-BR-00000089,NGIQ-BR-00000089,STG_L_6_4,Superior temporal gyrus,A22c,caudal area 22,NGIQ-BR-00000296,Left Superior Temporal Gyrus,superiortemporal,left,narrower,part_of,VERIFIED_HIERARCHICAL_MAPPING,B,VERIFIED_HIERARCHICAL_MAPPING (no prior equivalent; new state required),SEM_MACRO_GYRUS_TO_DK_CROSSWALK,same structure; direct name equivalence,STG_L_6_4 is the caudal area 22 subdivision of the Superior temporal gyrus; target is the DK region 'Left Superior Temporal Gyrus',SIDE_CONSISTENT,1.0,0.0,1,1,0.43949,Left Supramarginal Gyrus,phase17_v3_cortical_170_relation_universe + V2 direct-spatial + GM-weighted,SEM_EXACT_MACRO_GYRUS_MATCH|HIER_FINE_SUBDIVISION_OF_MACRO_GYRUS|LAT_SIDE_CONSISTENT|SPATIAL_RANK1_RAW_AND_GM,False,,b970f48 CORTICAL_CROSS_ATLAS_SUPPORT_DOMAIN_MISMATCH_CONFIRMED / SPATIALLY_COMPATIBLE
NGIQ-BR-00000090,NGIQ-BR-00000090,STG_R_6_4,Superior temporal gyrus,A22c,caudal area 22,NGIQ-BR-00000327,Right Superior Temporal Gyrus,superiortemporal,right,narrower,part_of,VERIFIED_HIERARCHICAL_MAPPING,B,VERIFIED_HIERARCHICAL_MAPPING (no prior equivalent; new state required),SEM_MACRO_GYRUS_TO_DK_CROSSWALK,same structure; direct name equivalence,STG_R_6_4 is the caudal area 22 subdivision of the Superior temporal gyrus; target is the DK region 'Right Superior Temporal Gyrus',SIDE_CONSISTENT,1.0,0.0,1,1,0.46211,Right Supramarginal Gyrus,phase17_v3_cortical_170_relation_universe + V2 direct-spatial + GM-weighted,SEM_EXACT_MACRO_GYRUS_MATCH|HIER_FINE_SUBDIVISION_OF_MACRO_GYRUS|LAT_SIDE_CONSISTENT|SPATIAL_RANK1_RAW_AND_GM,False,,b970f48 CORTICAL_CROSS_ATLAS_SUPPORT_DOMAIN_MISMATCH_CONFIRMED / SPATIALLY_COMPATIBLE
NGIQ-BR-00000091,NGIQ-BR-00000091,STG_L_6_5,Superior temporal gyrus,A38l,lateral area 38,NGIQ-BR-00000296,Left Superior Temporal Gyrus,superiortemporal,left,narrower,part_of,VERIFIED_HIERARCHICAL_MAPPING,B,VERIFIED_HIERARCHICAL_MAPPING (no prior equivalent; new state required),SEM_MACRO_GYRUS_TO_DK_CROSSWALK,same structure; direct name equivalence,STG_L_6_5 is the lateral area 38 subdivision of the Superior temporal gyrus; target is the DK region 'Left Superior Temporal Gyrus',SIDE_CONSISTENT,1.0,0.0,1,1,0.62821,Left Caudal Anterior Cingulate Cortex,phase17_v3_cortical_170_relation_universe + V2 direct-spatial + GM-weighted,SEM_EXACT_MACRO_GYRUS_MATCH|HIER_FINE_SUBDIVISION_OF_MACRO_GYRUS|LAT_SIDE_CONSISTENT|SPATIAL_RANK1_RAW_AND_GM,False,,b970f48 CORTICAL_CROSS_ATLAS_SUPPORT_DOMAIN_MISMATCH_CONFIRMED / SPATIALLY_COMPATIBLE
NGIQ-BR-00000092,NGIQ-BR-00000092,STG_R_6_5,Superior temporal gyrus,A38l,lateral area 38,NGIQ-BR-00000327,Right Superior Temporal Gyrus,superiortemporal,right,narrower,part_of,VERIFIED_HIERARCHICAL_MAPPING,B,VERIFIED_HIERARCHICAL_MAPPING (no prior equivalent; new state required),SEM_MACRO_GYRUS_TO_DK_CROSSWALK,same structure; direct name equivalence,STG_R_6_5 is the lateral area 38 subdivision of the Superior temporal gyrus; target is the DK region 'Right Superior Temporal Gyrus',SIDE_CONSISTENT,1.0,0.0,1,1,0.58469,Right Insula,phase17_v3_cortical_170_relation_universe + V2 direct-spatial + GM-weighted,SEM_EXACT_MACRO_GYRUS_MATCH|HIER_FINE_SUBDIVISION_OF_MACRO_GYRUS|LAT_SIDE_CONSISTENT|SPATIAL_RANK1_RAW_AND_GM,False,,b970f48 CORTICAL_CROSS_ATLAS_SUPPORT_DOMAIN_MISMATCH_CONFIRMED / SPATIALLY_COMPATIBLE
NGIQ-BR-00000093,NGIQ-BR-00000093,STG_L_6_6,Superior temporal gyrus,A22r,rostral area 22,NGIQ-BR-00000296,Left Superior Temporal Gyrus,superiortemporal,left,narrower,part_of,VERIFIED_HIERARCHICAL_MAPPING,B,VERIFIED_HIERARCHICAL_MAPPING (no prior equivalent; new state required),SEM_MACRO_GYRUS_TO_DK_CROSSWALK,same structure; direct name equivalence,STG_L_6_6 is the rostral area 22 subdivision of the Superior temporal gyrus; target is the DK region 'Left Superior Temporal Gyrus',SIDE_CONSISTENT,1.0,0.0,1,1,0.54375,Left Caudal Anterior Cingulate Cortex,phase17_v3_cortical_170_relation_universe + V2 direct-spatial + GM-weighted,SEM_EXACT_MACRO_GYRUS_MATCH|HIER_FINE_SUBDIVISION_OF_MACRO_GYRUS|LAT_SIDE_CONSISTENT|SPATIAL_RANK1_RAW_AND_GM,False,,b970f48 CORTICAL_CROSS_ATLAS_SUPPORT_DOMAIN_MISMATCH_CONFIRMED / SPATIALLY_COMPATIBLE
NGIQ-BR-00000094,NGIQ-BR-00000094,STG_R_6_6,Superior temporal gyrus,A22r,rostral area 22,NGIQ-BR-00000327,Right Superior Temporal Gyrus,superiortemporal,right,narrower,part_of,VERIFIED_HIERARCHICAL_MAPPING,B,VERIFIED_HIERARCHICAL_MAPPING (no prior equivalent; new state required),SEM_MACRO_GYRUS_TO_DK_CROSSWALK,same structure; direct name equivalence,STG_R_6_6 is the rostral area 22 subdivision of the Superior temporal gyrus; target is the DK region 'Right Superior Temporal Gyrus',SIDE_CONSISTENT,1.0,0.0,1,1,0.60856,Right Middle Temporal Gyrus,phase17_v3_cortical_170_relation_universe + V2 direct-spatial + GM-weighted,SEM_EXACT_MACRO_GYRUS_MATCH|HIER_FINE_SUBDIVISION_OF_MACRO_GYRUS|LAT_SIDE_CONSISTENT|SPATIAL_RANK1_RAW_AND_GM,False,,b970f48 CORTICAL_CROSS_ATLAS_SUPPORT_DOMAIN_MISMATCH_CONFIRMED / SPATIALLY_COMPATIBLE
NGIQ-BR-00000007,NGIQ-BR-00000007,MTG_L_4_1,Middle temporal gyrus,A21c,caudal area 21,NGIQ-BR-00000281,Left Middle Temporal Gyrus,middletemporal,left,narrower,part_of,VERIFIED_HIERARCHICAL_MAPPING,B,VERIFIED_HIERARCHICAL_MAPPING (no prior equivalent; new state required),SEM_MACRO_GYRUS_TO_DK_CROSSWALK,same structure; direct name equivalence,MTG_L_4_1 is the caudal area 21 subdivision of the Middle temporal gyrus; target is the DK region 'Left Middle Temporal Gyrus',SIDE_CONSISTENT,1.0,0.0,1,1,0.45976,Left Inferior Temporal Gyrus,phase17_v3_cortical_170_relation_universe + V2 direct-spatial + GM-weighted,SEM_EXACT_MACRO_GYRUS_MATCH|HIER_FINE_SUBDIVISION_OF_MACRO_GYRUS|LAT_SIDE_CONSISTENT|SPATIAL_RANK1_RAW_AND_GM,False,,b970f48 CORTICAL_CROSS_ATLAS_SUPPORT_DOMAIN_MISMATCH_CONFIRMED / SPATIALLY_COMPATIBLE
NGIQ-BR-00000008,NGIQ-BR-00000008,MTG_R_4_1,Middle temporal gyrus,A21c,caudal area 21,NGIQ-BR-00000312,Right Middle Temporal Gyrus,middletemporal,right,narrower,part_of,VERIFIED_HIERARCHICAL_MAPPING,B,VERIFIED_HIERARCHICAL_MAPPING (no prior equivalent; new state required),SEM_MACRO_GYRUS_TO_DK_CROSSWALK,same structure; direct name equivalence,MTG_R_4_1 is the caudal area 21 subdivision of the Middle temporal gyrus; target is the DK region 'Right Middle Temporal Gyrus',SIDE_CONSISTENT,1.0,0.0,1,1,0.48654,Right Inferior Temporal Gyrus,phase17_v3_cortical_170_relation_universe + V2 direct-spatial + GM-weighted,SEM_EXACT_MACRO_GYRUS_MATCH|HIER_FINE_SUBDIVISION_OF_MACRO_GYRUS|LAT_SIDE_CONSISTENT|SPATIAL_RANK1_RAW_AND_GM,False,,b970f48 CORTICAL_CROSS_ATLAS_SUPPORT_DOMAIN_MISMATCH_CONFIRMED / SPATIALLY_COMPATIBLE
NGIQ-BR-00000095,NGIQ-BR-00000095,MTG_L_4_2,Middle temporal gyrus,A21r,rostral area 21,NGIQ-BR-00000281,Left Middle Temporal Gyrus,middletemporal,left,narrower,part_of,VERIFIED_HIERARCHICAL_MAPPING,B,VERIFIED_HIERARCHICAL_MAPPING (no prior equivalent; new state required),SEM_MACRO_GYRUS_TO_DK_CROSSWALK,same structure; direct name equivalence,MTG_L_4_2 is the rostral area 21 subdivision of the Middle temporal gyrus; target is the DK region 'Left Middle Temporal Gyrus',SIDE_CONSISTENT,1.0,0.0,1,1,0.34518,Left Superior Temporal Gyrus,phase17_v3_cortical_170_relation_universe + V2 direct-spatial + GM-weighted,SEM_EXACT_MACRO_GYRUS_MATCH|HIER_FINE_SUBDIVISION_OF_MACRO_GYRUS|LAT_SIDE_CONSISTENT|SPATIAL_RANK1_RAW_AND_GM,False,,b970f48 CORTICAL_CROSS_ATLAS_SUPPORT_DOMAIN_MISMATCH_CONFIRMED / SPATIALLY_COMPATIBLE
NGIQ-BR-00000096,NGIQ-BR-00000096,MTG_R_4_2,Middle temporal gyrus,A21r,rostral area 21,NGIQ-BR-00000312,Right Middle Temporal Gyrus,middletemporal,right,narrower,part_of,VERIFIED_HIERARCHICAL_MAPPING,B,VERIFIED_HIERARCHICAL_MAPPING (no prior equivalent; new state required),SEM_MACRO_GYRUS_TO_DK_CROSSWALK,same structure; direct name equivalence,MTG_R_4_2 is the rostral area 21 subdivision of the Middle temporal gyrus; target is the DK region 'Right Middle Temporal Gyrus',SIDE_CONSISTENT,1.0,0.0,1,1,0.34665,Right Superior Temporal Gyrus,phase17_v3_cortical_170_relation_universe + V2 direct-spatial + GM-weighted,SEM_EXACT_MACRO_GYRUS_MATCH|HIER_FINE_SUBDIVISION_OF_MACRO_GYRUS|LAT_SIDE_CONSISTENT|SPATIAL_RANK1_RAW_AND_GM,False,,b970f48 CORTICAL_CROSS_ATLAS_SUPPORT_DOMAIN_MISMATCH_CONFIRMED / SPATIALLY_COMPATIBLE
NGIQ-BR-00000097,NGIQ-BR-00000097,MTG_L_4_3,Middle temporal gyrus,A37dl,dorsolateral area 37,NGIQ-BR-00000281,Left Middle Temporal Gyrus,middletemporal,left,narrower,part_of,VERIFIED_HIERARCHICAL_MAPPING,B,VERIFIED_HIERARCHICAL_MAPPING (no prior equivalent; new state required),SEM_MACRO_GYRUS_TO_DK_CROSSWALK,same structure; direct name equivalence,MTG_L_4_3 is the dorsolateral area 37 subdivision of the Middle temporal gyrus; target is the DK region 'Left Middle Temporal Gyrus',SIDE_CONSISTENT,1.0,0.0,1,1,0.32578,Left Inferior Parietal Lobule,phase17_v3_cortical_170_relation_universe + V2 direct-spatial + GM-weighted,SEM_EXACT_MACRO_GYRUS_MATCH|HIER_FINE_SUBDIVISION_OF_MACRO_GYRUS|LAT_SIDE_CONSISTENT|SPATIAL_RANK1_RAW_AND_GM,False,,b970f48 CORTICAL_CROSS_ATLAS_SUPPORT_DOMAIN_MISMATCH_CONFIRMED / SPATIALLY_COMPATIBLE
NGIQ-BR-00000098,NGIQ-BR-00000098,MTG_R_4_3,Middle temporal gyrus,A37dl,dorsolateral area 37,NGIQ-BR-00000312,Right Middle Temporal Gyrus,middletemporal,right,narrower,part_of,VERIFIED_HIERARCHICAL_MAPPING,B,VERIFIED_HIERARCHICAL_MAPPING (no prior equivalent; new state required),SEM_MACRO_GYRUS_TO_DK_CROSSWALK,same structure; direct name equivalence,MTG_R_4_3 is the dorsolateral area 37 subdivision of the Middle temporal gyrus; target is the DK region 'Right Middle Temporal Gyrus',SIDE_CONSISTENT,1.0,0.0,1,1,0.30135,Right Inferior Temporal Gyrus,phase17_v3_cortical_170_relation_universe + V2 direct-spatial + GM-weighted,SEM_EXACT_MACRO_GYRUS_MATCH|HIER_FINE_SUBDIVISION_OF_MACRO_GYRUS|LAT_SIDE_CONSISTENT|SPATIAL_RANK1_RAW_AND_GM,False,,b970f48 CORTICAL_CROSS_ATLAS_SUPPORT_DOMAIN_MISMATCH_CONFIRMED / SPATIALLY_COMPATIBLE
NGIQ-BR-00000099,NGIQ-BR-00000099,MTG_L_4_4,Middle temporal gyrus,aSTS,anterior superior temporal sulcus,NGIQ-BR-00000281,Left Middle Temporal Gyrus,middletemporal,left,narrower,part_of,VERIFIED_HIERARCHICAL_MAPPING,B,VERIFIED_HIERARCHICAL_MAPPING (no prior equivalent; new state required),SEM_MACRO_GYRUS_TO_DK_CROSSWALK,same structure; direct name equivalence,MTG_L_4_4 is the anterior superior temporal sulcus subdivision of the Middle temporal gyrus; target is the DK region 'Left Middle Temporal Gyrus',SIDE_CONSISTENT,1.0,0.0,1,1,0.21117,Left Superior Temporal Gyrus,phase17_v3_cortical_170_relation_universe + V2 direct-spatial + GM-weighted,SEM_EXACT_MACRO_GYRUS_MATCH|HIER_FINE_SUBDIVISION_OF_MACRO_GYRUS|LAT_SIDE_CONSISTENT|SPATIAL_RANK1_RAW_AND_GM,False,,b970f48 CORTICAL_CROSS_ATLAS_SUPPORT_DOMAIN_MISMATCH_CONFIRMED / SPATIALLY_COMPATIBLE
NGIQ-BR-00000100,NGIQ-BR-00000100,MTG_R_4_4,Middle temporal gyrus,aSTS,anterior superior temporal sulcus,NGIQ-BR-00000312,Right Middle Temporal Gyrus,middletemporal,right,narrower,part_of,VERIFIED_HIERARCHICAL_MAPPING,B,VERIFIED_HIERARCHICAL_MAPPING (no prior equivalent; new state required),SEM_MACRO_GYRUS_TO_DK_CROSSWALK,same structure; direct name equivalence,MTG_R_4_4 is the anterior superior temporal sulcus subdivision of the Middle temporal gyrus; target is the DK region 'Right Middle Temporal Gyrus',SIDE_CONSISTENT,1.0,0.0,1,1,0.20011,Right Superior Temporal Gyrus,phase17_v3_cortical_170_relation_universe + V2 direct-spatial + GM-weighted,SEM_EXACT_MACRO_GYRUS_MATCH|HIER_FINE_SUBDIVISION_OF_MACRO_GYRUS|LAT_SIDE_CONSISTENT|SPATIAL_RANK1_RAW_AND_GM,False,,b970f48 CORTICAL_CROSS_ATLAS_SUPPORT_DOMAIN_MISMATCH_CONFIRMED / SPATIALLY_COMPATIBLE
NGIQ-BR-00000101,NGIQ-BR-00000101,ITG_L_7_1,Inferior temporal gyrus,A20iv,intermediate ventral area 20,NGIQ-BR-00000275,Left Inferior Temporal Gyrus,inferiortemporal,left,narrower,part_of,VERIFIED_HIERARCHICAL_MAPPING,B,VERIFIED_HIERARCHICAL_MAPPING (no prior equivalent; new state required),SEM_MACRO_GYRUS_TO_DK_CROSSWALK,same structure; direct name equivalence,ITG_L_7_1 is the intermediate ventral area 20 subdivision of the Inferior temporal gyrus; target is the DK region 'Left Inferior Temporal Gyrus',SIDE_CONSISTENT,1.0,0.0,1,1,0.39878,Left Fusiform Gyrus,phase17_v3_cortical_170_relation_universe + V2 direct-spatial + GM-weighted,SEM_EXACT_MACRO_GYRUS_MATCH|HIER_FINE_SUBDIVISION_OF_MACRO_GYRUS|LAT_SIDE_CONSISTENT|SPATIAL_RANK1_RAW_AND_GM,False,,b970f48 CORTICAL_CROSS_ATLAS_SUPPORT_DOMAIN_MISMATCH_CONFIRMED / SPATIALLY_COMPATIBLE
NGIQ-BR-00000102,NGIQ-BR-00000102,ITG_R_7_1,Inferior temporal gyrus,A20iv,intermediate ventral area 20,NGIQ-BR-00000306,Right Inferior Temporal Gyrus,inferiortemporal,right,narrower,part_of,VERIFIED_HIERARCHICAL_MAPPING,B,VERIFIED_HIERARCHICAL_MAPPING (no prior equivalent; new state required),SEM_MACRO_GYRUS_TO_DK_CROSSWALK,same structure; direct name equivalence,ITG_R_7_1 is the intermediate ventral area 20 subdivision of the Inferior temporal gyrus; target is the DK region 'Right Inferior Temporal Gyrus',SIDE_CONSISTENT,1.0,0.0,1,1,0.49862,Right Fusiform Gyrus,phase17_v3_cortical_170_relation_universe + V2 direct-spatial + GM-weighted,SEM_EXACT_MACRO_GYRUS_MATCH|HIER_FINE_SUBDIVISION_OF_MACRO_GYRUS|LAT_SIDE_CONSISTENT|SPATIAL_RANK1_RAW_AND_GM,False,,b970f48 CORTICAL_CROSS_ATLAS_SUPPORT_DOMAIN_MISMATCH_CONFIRMED / SPATIALLY_COMPATIBLE
NGIQ-BR-00000103,NGIQ-BR-00000103,ITG_L_7_2,Inferior temporal gyrus,A37elv,extreme lateroventral area 37,NGIQ-BR-00000275,Left Inferior Temporal Gyrus,inferiortemporal,left,narrower,part_of,VERIFIED_HIERARCHICAL_MAPPING,B,VERIFIED_HIERARCHICAL_MAPPING (no prior equivalent; new state required),SEM_MACRO_GYRUS_TO_DK_CROSSWALK,same structure; direct name equivalence,ITG_L_7_2 is the extreme lateroventral area 37 subdivision of the Inferior temporal gyrus; target is the DK region 'Left Inferior Temporal Gyrus',SIDE_CONSISTENT,1.0,0.0,1,1,0.28776,Left Lateral Occipital Cortex,phase17_v3_cortical_170_relation_universe + V2 direct-spatial + GM-weighted,SEM_EXACT_MACRO_GYRUS_MATCH|HIER_FINE_SUBDIVISION_OF_MACRO_GYRUS|LAT_SIDE_CONSISTENT|SPATIAL_RANK1_RAW_AND_GM,False,,b970f48 CORTICAL_CROSS_ATLAS_SUPPORT_DOMAIN_MISMATCH_CONFIRMED / SPATIALLY_COMPATIBLE
NGIQ-BR-00000104,NGIQ-BR-00000104,ITG_R_7_2,Inferior temporal gyrus,A37elv,extreme lateroventral area 37,NGIQ-BR-00000306,Right Inferior Temporal Gyrus,inferiortemporal,right,narrower,part_of,VERIFIED_HIERARCHICAL_MAPPING,B,VERIFIED_HIERARCHICAL_MAPPING (no prior equivalent; new state required),SEM_MACRO_GYRUS_TO_DK_CROSSWALK,same structure; direct name equivalence,ITG_R_7_2 is the extreme lateroventral area 37 subdivision of the Inferior temporal gyrus; target is the DK region 'Right Inferior Temporal Gyrus',SIDE_CONSISTENT,1.0,0.0,1,1,0.36187,Right Fusiform Gyrus,phase17_v3_cortical_170_relation_universe + V2 direct-spatial + GM-weighted,SEM_EXACT_MACRO_GYRUS_MATCH|HIER_FINE_SUBDIVISION_OF_MACRO_GYRUS|LAT_SIDE_CONSISTENT|SPATIAL_RANK1_RAW_AND_GM,False,,b970f48 CORTICAL_CROSS_ATLAS_SUPPORT_DOMAIN_MISMATCH_CONFIRMED / SPATIALLY_COMPATIBLE
NGIQ-BR-00000105,NGIQ-BR-00000105,ITG_L_7_3,Inferior temporal gyrus,A20r,rostral area 20,NGIQ-BR-00000275,Left Inferior Temporal Gyrus,inferiortemporal,left,narrower,part_of,VERIFIED_HIERARCHICAL_MAPPING,B,VERIFIED_HIERARCHICAL_MAPPING (no prior equivalent; new state required),SEM_MACRO_GYRUS_TO_DK_CROSSWALK,same structure; direct name equivalence,ITG_L_7_3 is the rostral area 20 subdivision of the Inferior temporal gyrus; target is the DK region 'Left Inferior Temporal Gyrus',SIDE_CONSISTENT,1.0,0.0,1,1,0.3888,Left Middle Temporal Gyrus,phase17_v3_cortical_170_relation_universe + V2 direct-spatial + GM-weighted,SEM_EXACT_MACRO_GYRUS_MATCH|HIER_FINE_SUBDIVISION_OF_MACRO_GYRUS|LAT_SIDE_CONSISTENT|SPATIAL_RANK1_RAW_AND_GM,False,,b970f48 CORTICAL_CROSS_ATLAS_SUPPORT_DOMAIN_MISMATCH_CONFIRMED / SPATIALLY_COMPATIBLE
