staging_candidate_id,source_g4,source_region_pk,target_g3,target_region_pk,relation,final_decision_match,source_identity_match,target_identity_match,granularity_match,hemisphere_match,coverage_match,target_coverage_semantics_status,mapping_method_valid,lifecycle_valid,rollup_semantics_valid,provenance_complete,candidate_id_valid,review_result,review_reason
G4G3-STAGE-02189374170C450EF2C8,NGIQ-BR-00000544,1465,NGIQ-BR-00000091,273,dominant_overlap,True,True,True,True,True,True,TARGET_COVERAGE_SEMANTICS_VALID,True,True,True,True,True,PASS,
G4G3-STAGE-AD6D542F98E4718D19B1,NGIQ-BR-00000545,1468,NGIQ-BR-00000176,528,dominant_overlap,True,True,True,True,True,True,TARGET_COVERAGE_SEMANTICS_VALID,True,True,True,True,True,PASS,
G4G3-STAGE-E19D46B72D82D5BC4C30,NGIQ-BR-00000546,1471,NGIQ-BR-00000175,525,dominant_overlap,True,True,True,True,True,True,TARGET_COVERAGE_SEMANTICS_VALID,True,True,True,True,True,PASS,
G4G3-STAGE-46B165107C6C50CDA45E,NGIQ-BR-00000547,1474,NGIQ-BR-00000176,528,contained_in,True,True,True,True,True,True,TARGET_COVERAGE_SEMANTICS_VALID,True,True,True,True,True,PASS,
G4G3-STAGE-69EA8541320A4825CDDC,NGIQ-BR-00000548,1477,NGIQ-BR-00000175,525,contained_in,True,True,True,True,True,True,TARGET_COVERAGE_SEMANTICS_VALID,True,True,True,True,True,PASS,
G4G3-STAGE-AF80CE6E135556EF06B8,NGIQ-BR-00000549,1480,NGIQ-BR-00000178,534,partial_overlap,True,True,True,True,True,True,TARGET_COVERAGE_SEMANTICS_VALID,True,True,True,True,True,PASS,
G4G3-STAGE-44906A5F56799EBE44BD,NGIQ-BR-00000549,1480,NGIQ-BR-00000014,42,partial_overlap,True,True,True,True,True,True,TARGET_COVERAGE_SEMANTICS_VALID,True,True,True,True,True,PASS,
G4G3-STAGE-422AD9D5B51E6B8607FC,NGIQ-BR-00000550,1483,NGIQ-BR-00000013,39,partial_overlap,True,True,True,True,True,True,TARGET_COVERAGE_SEMANTICS_VALID,True,True,True,True,True,PASS,
G4G3-STAGE-3910857FAA9778F354F9,NGIQ-BR-00000550,1483,NGIQ-BR-00000177,531,partial_overlap,True,True,True,True,True,True,TARGET_COVERAGE_SEMANTICS_VALID,True,True,True,True,True,PASS,
G4G3-STAGE-D8B941BB289F1004EEC4,NGIQ-BR-00000551,1486,NGIQ-BR-00000174,522,partial_overlap,True,True,True,True,True,True,TARGET_COVERAGE_SEMANTICS_VALID,True,True,True,True,True,PASS,
G4G3-STAGE-9EB5CE07BF92DE976F29,NGIQ-BR-00000551,1486,NGIQ-BR-00000068,204,partial_overlap,True,True,True,True,True,True,TARGET_COVERAGE_SEMANTICS_VALID,True,True,True,True,True,PASS,
G4G3-STAGE-9DDBCA215FD9E041CBD8,NGIQ-BR-00000551,1486,NGIQ-BR-00000172,516,partial_overlap,True,True,True,True,True,True,TARGET_COVERAGE_SEMANTICS_VALID,True,True,True,True,True,PASS,
G4G3-STAGE-52754024442643C42BFC,NGIQ-BR-00000552,1489,NGIQ-BR-00000173,519,partial_overlap,True,True,True,True,True,True,TARGET_COVERAGE_SEMANTICS_VALID,True,True,True,True,True,PASS,
G4G3-STAGE-ED45D359E048045C1CD7,NGIQ-BR-00000552,1489,NGIQ-BR-00000067,201,partial_overlap,True,True,True,True,True,True,TARGET_COVERAGE_SEMANTICS_VALID,True,True,True,True,True,PASS,
G4G3-STAGE-E7CEEC1911DD6F4A0420,NGIQ-BR-00000552,1489,NGIQ-BR-00000171,513,partial_overlap,True,True,True,True,True,True,TARGET_COVERAGE_SEMANTICS_VALID,True,True,True,True,True,PASS,
G4G3-STAGE-06B6453B44A92F3D154A,NGIQ-BR-00000553,1492,NGIQ-BR-00000176,528,partial_overlap,True,True,True,True,True,True,TARGET_COVERAGE_SEMANTICS_VALID,True,True,True,True,True,PASS,
G4G3-STAGE-80912A0D8F713606E8FD,NGIQ-BR-00000553,1492,NGIQ-BR-00000088,264,partial_overlap,True,True,True,True,True,True,TARGET_COVERAGE_SEMANTICS_VALID,True,True,True,True,True,PASS,
G4G3-STAGE-190E24F5C70E1B82E826,NGIQ-BR-00000554,1495,NGIQ-BR-00000175,525,partial_overlap,True,True,True,True,True,True,TARGET_COVERAGE_SEMANTICS_VALID,True,True,True,True,True,PASS,
G4G3-STAGE-C9CCE96EE715D97FF922,NGIQ-BR-00000554,1495,NGIQ-BR-00000087,261,partial_overlap,True,True,True,True,True,True,TARGET_COVERAGE_SEMANTICS_VALID,True,True,True,True,True,PASS,
G4G3-STAGE-71BF006B256FDF2C2FC2,NGIQ-BR-00000555,1498,NGIQ-BR-00000176,528,partial_overlap,True,True,True,True,True,True,TARGET_COVERAGE_SEMANTICS_VALID,True,True,True,True,True,PASS,
G4G3-STAGE-625EA38BD42F31403576,NGIQ-BR-00000555,1498,NGIQ-BR-00000180,540,partial_overlap,True,True,True,True,True,True,TARGET_COVERAGE_SEMANTICS_VALID,True,True,True,True,True,PASS,
G4G3-STAGE-DDB7FE948F07316DE2EE,NGIQ-BR-00000555,1498,NGIQ-BR-00000172,516,partial_overlap,True,True,True,True,True,True,TARGET_COVERAGE_SEMANTICS_VALID,True,True,True,True,True,PASS,
G4G3-STAGE-6682C3595A0B5F944265,NGIQ-BR-00000555,1498,NGIQ-BR-00000174,522,partial_overlap,True,True,True,True,True,True,TARGET_COVERAGE_SEMANTICS_VALID,True,True,True,True,True,PASS,
G4G3-STAGE-4B7B6EAD05002BB7A5F8,NGIQ-BR-00000556,1501,NGIQ-BR-00000179,537,partial_overlap,True,True,True,True,True,True,TARGET_COVERAGE_SEMANTICS_VALID,True,True,True,True,True,PASS,
G4G3-STAGE-FFE3B844E2C71175FCA8,NGIQ-BR-00000556,1501,NGIQ-BR-00000175,525,partial_overlap,True,True,True,True,True,True,TARGET_COVERAGE_SEMANTICS_VALID,True,True,True,True,True,PASS,
G4G3-STAGE-0489AA7433ED68E5F334,NGIQ-BR-00000557,1504,NGIQ-BR-00000054,162,partial_overlap,True,True,True,True,True,True,TARGET_COVERAGE_SEMANTICS_VALID,True,True,True,True,True,PASS,
G4G3-STAGE-765F230EE6F60BDA4B87,NGIQ-BR-00000557,1504,NGIQ-BR-00000174,522,partial_overlap,True,True,True,True,True,True,TARGET_COVERAGE_SEMANTICS_VALID,True,True,True,True,True,PASS,
G4G3-STAGE-9AE3A548965970514DD3,NGIQ-BR-00000558,1507,NGIQ-BR-00000173,519,partial_overlap,True,True,True,True,True,True,TARGET_COVERAGE_SEMANTICS_VALID,True,True,True,True,True,PASS,
G4G3-STAGE-7A10F6578B6C82403937,NGIQ-BR-00000558,1507,NGIQ-BR-00000053,159,partial_overlap,True,True,True,True,True,True,TARGET_COVERAGE_SEMANTICS_VALID,True,True,True,True,True,PASS,
G4G3-STAGE-9C5817F480511A8F613C,NGIQ-BR-00000558,1507,NGIQ-BR-00000067,201,partial_overlap,True,True,True,True,True,True,TARGET_COVERAGE_SEMANTICS_VALID,True,True,True,True,True,PASS,
G4G3-STAGE-40F3CB02B3B4A09F5802,NGIQ-BR-00000559,1510,NGIQ-BR-00000178,534,dominant_overlap,True,True,True,True,True,True,TARGET_COVERAGE_SEMANTICS_VALID,True,True,True,True,True,PASS,
G4G3-STAGE-B872E2B6D2892E1402D9,NGIQ-BR-00000560,1513,NGIQ-BR-00000177,531,dominant_overlap,True,True,True,True,True,True,TARGET_COVERAGE_SEMANTICS_VALID,True,True,True,True,True,PASS,
G4G3-STAGE-853939751C5C006C3AA2,NGIQ-BR-00000561,1516,NGIQ-BR-00000180,540,dominant_overlap,True,True,True,True,True,True,TARGET_COVERAGE_SEMANTICS_VALID,True,True,True,True,True,PASS,
G4G3-STAGE-21C75603C2011EFFD49B,NGIQ-BR-00000562,1519,NGIQ-BR-00000179,537,partial_overlap,True,True,True,True,True,True,TARGET_COVERAGE_SEMANTICS_VALID,True,True,True,True,True,PASS,
G4G3-STAGE-C12F9F227E09DB1D6199,NGIQ-BR-00000562,1519,NGIQ-BR-00000173,519,partial_overlap,True,True,True,True,True,True,TARGET_COVERAGE_SEMANTICS_VALID,True,True,True,True,True,PASS,
G4G3-STAGE-F5B044C82CCAC63035F1,NGIQ-BR-00000564,1525,NGIQ-BR-00000171,513,partial_overlap,True,True,True,True,True,True,TARGET_COVERAGE_SEMANTICS_VALID,True,True,True,True,True,PASS,
G4G3-STAGE-52BE7D6466251E66D80C,NGIQ-BR-00000564,1525,NGIQ-BR-00000067,201,partial_overlap,True,True,True,True,True,True,TARGET_COVERAGE_SEMANTICS_VALID,True,True,True,True,True,PASS,
G4G3-STAGE-7D553303280BDB463587,NGIQ-BR-00000565,1528,NGIQ-BR-00000180,540,partial_overlap,True,True,True,True,True,True,TARGET_COVERAGE_SEMANTICS_VALID,True,True,True,True,True,PASS,
G4G3-STAGE-5D1450DB0C90718424EE,NGIQ-BR-00000565,1528,NGIQ-BR-00000178,534,partial_overlap,True,True,True,True,True,True,TARGET_COVERAGE_SEMANTICS_VALID,True,True,True,True,True,PASS,
G4G3-STAGE-7F8E335C8C6359503158,NGIQ-BR-00000566,1531,NGIQ-BR-00000177,531,partial_overlap,True,True,True,True,True,True,TARGET_COVERAGE_SEMANTICS_VALID,True,True,True,True,True,PASS,
G4G3-STAGE-38AB46E07DF89A3580FC,NGIQ-BR-00000566,1531,NGIQ-BR-00000179,537,partial_overlap,True,True,True,True,True,True,TARGET_COVERAGE_SEMANTICS_VALID,True,True,True,True,True,PASS,
G4G3-STAGE-0244CABA664DC05A6DC5,NGIQ-BR-00000567,1534,NGIQ-BR-00000176,528,dominant_overlap,True,True,True,True,True,True,TARGET_COVERAGE_SEMANTICS_VALID,True,True,True,True,True,PASS,
G4G3-STAGE-C07B1CB034E25E253D41,NGIQ-BR-00000568,1537,NGIQ-BR-00000175,525,dominant_overlap,True,True,True,True,True,True,TARGET_COVERAGE_SEMANTICS_VALID,True,True,True,True,True,PASS,
G4G3-STAGE-79B5A8BCED00F00AB649,NGIQ-BR-00000569,1540,NGIQ-BR-00000100,300,dominant_overlap,True,True,True,True,True,True,TARGET_COVERAGE_SEMANTICS_VALID,True,True,True,True,True,PASS,
G4G3-STAGE-CA583CAA3C4DC6DB230E,NGIQ-BR-00000570,1543,NGIQ-BR-00000099,297,partial_overlap,True,True,True,True,True,True,TARGET_COVERAGE_SEMANTICS_VALID,True,True,True,True,True,PASS,
G4G3-STAGE-2D72C26ADF9A6DF92106,NGIQ-BR-00000570,1543,NGIQ-BR-00000093,279,partial_overlap,True,True,True,True,True,True,TARGET_COVERAGE_SEMANTICS_VALID,True,True,True,True,True,PASS,
G4G3-STAGE-29F89D53698256CB8B61,NGIQ-BR-00000571,1546,NGIQ-BR-00000100,300,partial_overlap,True,True,True,True,True,True,TARGET_COVERAGE_SEMANTICS_VALID,True,True,True,True,True,PASS,
G4G3-STAGE-FC96C83E604DFCECD57F,NGIQ-BR-00000571,1546,NGIQ-BR-00000094,282,partial_overlap,True,True,True,True,True,True,TARGET_COVERAGE_SEMANTICS_VALID,True,True,True,True,True,PASS,
G4G3-STAGE-D6951AE5734A86AC1D53,NGIQ-BR-00000572,1549,NGIQ-BR-00000093,279,partial_overlap,True,True,True,True,True,True,TARGET_COVERAGE_SEMANTICS_VALID,True,True,True,True,True,PASS,
G4G3-STAGE-615D1AC790780E782F1C,NGIQ-BR-00000572,1549,NGIQ-BR-00000099,297,partial_overlap,True,True,True,True,True,True,TARGET_COVERAGE_SEMANTICS_VALID,True,True,True,True,True,PASS,
G4G3-STAGE-FBD78A8AE3C143A8433D,NGIQ-BR-00000572,1549,NGIQ-BR-00000089,267,partial_overlap,True,True,True,True,True,True,TARGET_COVERAGE_SEMANTICS_VALID,True,True,True,True,True,PASS,
G4G3-STAGE-1EC9E3EA527FFF4FDE02,NGIQ-BR-00000575,1558,NGIQ-BR-00000090,270,partial_overlap,True,True,True,True,True,True,TARGET_COVERAGE_SEMANTICS_VALID,True,True,True,True,True,PASS,
G4G3-STAGE-D056C4B9214EC3605752,NGIQ-BR-00000575,1558,NGIQ-BR-00000088,264,partial_overlap,True,True,True,True,True,True,TARGET_COVERAGE_SEMANTICS_VALID,True,True,True,True,True,PASS,
G4G3-STAGE-3DEC60C699D6E3CD4AF1,NGIQ-BR-00000575,1558,NGIQ-BR-00000094,282,partial_overlap,True,True,True,True,True,True,TARGET_COVERAGE_SEMANTICS_VALID,True,True,True,True,True,PASS,
G4G3-STAGE-8269BF74BC04EEC81B97,NGIQ-BR-00000577,1564,NGIQ-BR-00000086,258,dominant_overlap,True,True,True,True,True,True,TARGET_COVERAGE_SEMANTICS_VALID,True,True,True,True,True,PASS,
G4G3-STAGE-3B33E41298AD7967076E,NGIQ-BR-00000579,1570,NGIQ-BR-00000088,264,partial_overlap,True,True,True,True,True,True,TARGET_COVERAGE_SEMANTICS_VALID,True,True,True,True,True,PASS,
G4G3-STAGE-32249AC13B0B7D709849,NGIQ-BR-00000579,1570,NGIQ-BR-00000086,258,partial_overlap,True,True,True,True,True,True,TARGET_COVERAGE_SEMANTICS_VALID,True,True,True,True,True,PASS,
G4G3-STAGE-411CDAD3895B45F60F04,NGIQ-BR-00000580,1573,NGIQ-BR-00000087,261,dominant_overlap,True,True,True,True,True,True,TARGET_COVERAGE_SEMANTICS_VALID,True,True,True,True,True,PASS,
G4G3-STAGE-171C6532FCDFFC6A697F,NGIQ-BR-00000581,1576,NGIQ-BR-00000088,264,partial_overlap,True,True,True,True,True,True,TARGET_COVERAGE_SEMANTICS_VALID,True,True,True,True,True,PASS,
G4G3-STAGE-769FD0809C2BDD78ED9D,NGIQ-BR-00000581,1576,NGIQ-BR-00000086,258,partial_overlap,True,True,True,True,True,True,TARGET_COVERAGE_SEMANTICS_VALID,True,True,True,True,True,PASS,
G4G3-STAGE-1C23AB9C552E58536F5D,NGIQ-BR-00000581,1576,NGIQ-BR-00000154,462,partial_overlap,True,True,True,True,True,True,TARGET_COVERAGE_SEMANTICS_VALID,True,True,True,True,True,PASS,
G4G3-STAGE-4E0B1053114F26BF11CB,NGIQ-BR-00000582,1579,NGIQ-BR-00000087,261,partial_overlap,True,True,True,True,True,True,TARGET_COVERAGE_SEMANTICS_VALID,True,True,True,True,True,PASS,
G4G3-STAGE-8EBC572CF7A405DF2559,NGIQ-BR-00000582,1579,NGIQ-BR-00000153,459,partial_overlap,True,True,True,True,True,True,TARGET_COVERAGE_SEMANTICS_VALID,True,True,True,True,True,PASS,
G4G3-STAGE-49C4AAE2C62BD405E6B5,NGIQ-BR-00000583,1582,NGIQ-BR-00000088,264,contained_in,True,True,True,True,True,True,TARGET_COVERAGE_SEMANTICS_VALID,True,True,True,True,True,PASS,
G4G3-STAGE-0379489368ABFA29462F,NGIQ-BR-00000584,1585,NGIQ-BR-00000087,261,partial_overlap,True,True,True,True,True,True,TARGET_COVERAGE_SEMANTICS_VALID,True,True,True,True,True,PASS,
G4G3-STAGE-8D400EE7C94FE0E90C43,NGIQ-BR-00000584,1585,NGIQ-BR-00000077,231,partial_overlap,True,True,True,True,True,True,TARGET_COVERAGE_SEMANTICS_VALID,True,True,True,True,True,PASS,
G4G3-STAGE-D0EF1662C05DA8A2ECC7,NGIQ-BR-00000585,1588,NGIQ-BR-00000088,264,dominant_overlap,True,True,True,True,True,True,TARGET_COVERAGE_SEMANTICS_VALID,True,True,True,True,True,PASS,
G4G3-STAGE-E8902E91CD8535C5926A,NGIQ-BR-00000586,1591,NGIQ-BR-00000087,261,dominant_overlap,True,True,True,True,True,True,TARGET_COVERAGE_SEMANTICS_VALID,True,True,True,True,True,PASS,
G4G3-STAGE-86C2E2A539F7F8DB3186,NGIQ-BR-00000587,1594,NGIQ-BR-00000200,600,partial_overlap,True,True,True,True,True,True,TARGET_COVERAGE_SEMANTICS_VALID,True,True,True,True,True,PASS,
G4G3-STAGE-9A2C9A975888B7CAC838,NGIQ-BR-00000587,1594,NGIQ-BR-00000118,354,partial_overlap,True,True,True,True,True,True,TARGET_COVERAGE_SEMANTICS_VALID,True,True,True,True,True,PASS,
G4G3-STAGE-F17FB3433E2BB56699FD,NGIQ-BR-00000588,1597,NGIQ-BR-00000199,597,dominant_overlap,True,True,True,True,True,True,TARGET_COVERAGE_SEMANTICS_VALID,True,True,True,True,True,PASS,
G4G3-STAGE-2353FF1FF57B4A496698,NGIQ-BR-00000591,1606,NGIQ-BR-00000200,600,dominant_overlap,True,True,True,True,True,True,TARGET_COVERAGE_SEMANTICS_VALID,True,True,True,True,True,PASS,
G4G3-STAGE-72166CC573C66AC69A65,NGIQ-BR-00000592,1609,NGIQ-BR-00000199,597,dominant_overlap,True,True,True,True,True,True,TARGET_COVERAGE_SEMANTICS_VALID,True,True,True,True,True,PASS,
G4G3-STAGE-2F3FC2D2F18E3FD96878,NGIQ-BR-00000593,1612,NGIQ-BR-00000116,348,partial_overlap,True,True,True,True,True,True,TARGET_COVERAGE_SEMANTICS_VALID,True,True,True,True,True,PASS,
G4G3-STAGE-69F60911AB27C862C1D2,NGIQ-BR-00000593,1612,NGIQ-BR-00000126,378,partial_overlap,True,True,True,True,True,True,TARGET_COVERAGE_SEMANTICS_VALID,True,True,True,True,True,PASS,
G4G3-STAGE-ADC5A4F8BF0CA83D7884,NGIQ-BR-00000593,1612,NGIQ-BR-00000120,360,partial_overlap,True,True,True,True,True,True,TARGET_COVERAGE_SEMANTICS_VALID,True,True,True,True,True,PASS,
G4G3-STAGE-14FAAC81527858979880,NGIQ-BR-00000594,1615,NGIQ-BR-00000115,345,dominant_overlap,True,True,True,True,True,True,TARGET_COVERAGE_SEMANTICS_VALID,True,True,True,True,True,PASS,
G4G3-STAGE-5FCC23D148640C7FF2DB,NGIQ-BR-00000595,1618,NGIQ-BR-00000088,264,partial_overlap,True,True,True,True,True,True,TARGET_COVERAGE_SEMANTICS_VALID,True,True,True,True,True,PASS,
G4G3-STAGE-54EC4F11B4DA8D6FED4D,NGIQ-BR-00000595,1618,NGIQ-BR-00000092,276,partial_overlap,True,True,True,True,True,True,TARGET_COVERAGE_SEMANTICS_VALID,True,True,True,True,True,PASS,
G4G3-STAGE-B550772E3CB4DE3372BB,NGIQ-BR-00000596,1621,NGIQ-BR-00000087,261,partial_overlap,True,True,True,True,True,True,TARGET_COVERAGE_SEMANTICS_VALID,True,True,True,True,True,PASS,
G4G3-STAGE-F85DC98C9FF41E046233,NGIQ-BR-00000596,1621,NGIQ-BR-00000091,273,partial_overlap,True,True,True,True,True,True,TARGET_COVERAGE_SEMANTICS_VALID,True,True,True,True,True,PASS,
G4G3-STAGE-FF890D878DFA8F0CE920,NGIQ-BR-00000597,1624,NGIQ-BR-00000088,264,contained_in,True,True,True,True,True,True,TARGET_COVERAGE_SEMANTICS_VALID,True,True,True,True,True,PASS,
G4G3-STAGE-4EF2F717A88E163F3A31,NGIQ-BR-00000598,1627,NGIQ-BR-00000087,261,dominant_overlap,True,True,True,True,True,True,TARGET_COVERAGE_SEMANTICS_VALID,True,True,True,True,True,PASS,
G4G3-STAGE-77C9F86DFF48A5327659,NGIQ-BR-00000599,1630,NGIQ-BR-00000116,348,contained_in,True,True,True,True,True,True,TARGET_COVERAGE_SEMANTICS_VALID,True,True,True,True,True,PASS,
G4G3-STAGE-C49D16430EC85496277D,NGIQ-BR-00000600,1633,NGIQ-BR-00000115,345,partial_overlap,True,True,True,True,True,True,TARGET_COVERAGE_SEMANTICS_VALID,True,True,True,True,True,PASS,
G4G3-STAGE-CEA39BBFC4DAAA5FA1F6,NGIQ-BR-00000600,1633,NGIQ-BR-00000101,303,partial_overlap,True,True,True,True,True,True,TARGET_COVERAGE_SEMANTICS_VALID,True,True,True,True,True,PASS,
G4G3-STAGE-425117024DCA81625D72,NGIQ-BR-00000600,1633,NGIQ-BR-00000119,357,partial_overlap,True,True,True,True,True,True,TARGET_COVERAGE_SEMANTICS_VALID,True,True,True,True,True,PASS,
G4G3-STAGE-E7EF19161F4A1AF2F879,NGIQ-BR-00000601,1636,NGIQ-BR-00000120,360,partial_overlap,True,True,True,True,True,True,TARGET_COVERAGE_SEMANTICS_VALID,True,True,True,True,True,PASS,
G4G3-STAGE-C22E647818BB08CF0C74,NGIQ-BR-00000601,1636,NGIQ-BR-00000206,618,partial_overlap,True,True,True,True,True,True,TARGET_COVERAGE_SEMANTICS_VALID,True,True,True,True,True,PASS,
G4G3-STAGE-F41A9FAD50E071480526,NGIQ-BR-00000601,1636,NGIQ-BR-00000118,354,partial_overlap,True,True,True,True,True,True,TARGET_COVERAGE_SEMANTICS_VALID,True,True,True,True,True,PASS,
G4G3-STAGE-F35AE5EAA6495E9E029F,NGIQ-BR-00000602,1639,NGIQ-BR-00000119,357,partial_overlap,True,True,True,True,True,True,TARGET_COVERAGE_SEMANTICS_VALID,True,True,True,True,True,PASS,
G4G3-STAGE-5F6913284B1A767DFC9C,NGIQ-BR-00000602,1639,NGIQ-BR-00000117,351,partial_overlap,True,True,True,True,True,True,TARGET_COVERAGE_SEMANTICS_VALID,True,True,True,True,True,PASS,
G4G3-STAGE-6D6B14A0FE88CEC421AA,NGIQ-BR-00000603,1642,NGIQ-BR-00000118,354,partial_overlap,True,True,True,True,True,True,TARGET_COVERAGE_SEMANTICS_VALID,True,True,True,True,True,PASS,
G4G3-STAGE-9A6F6FF9A0FB6A402636,NGIQ-BR-00000603,1642,NGIQ-BR-00000116,348,partial_overlap,True,True,True,True,True,True,TARGET_COVERAGE_SEMANTICS_VALID,True,True,True,True,True,PASS,
G4G3-STAGE-51EC2161297C5D312A72,NGIQ-BR-00000604,1645,NGIQ-BR-00000117,351,partial_overlap,True,True,True,True,True,True,TARGET_COVERAGE_SEMANTICS_VALID,True,True,True,True,True,PASS,
G4G3-STAGE-2028D78FF072B5283CB1,NGIQ-BR-00000604,1645,NGIQ-BR-00000115,345,partial_overlap,True,True,True,True,True,True,TARGET_COVERAGE_SEMANTICS_VALID,True,True,True,True,True,PASS,
G4G3-STAGE-C0B393670AA8CD68AD31,NGIQ-BR-00000604,1645,NGIQ-BR-00000119,357,partial_overlap,True,True,True,True,True,True,TARGET_COVERAGE_SEMANTICS_VALID,True,True,True,True,True,PASS,
G4G3-STAGE-7F94C64601F3027F9AFF,NGIQ-BR-00000605,1648,NGIQ-BR-00000118,354,dominant_overlap,True,True,True,True,True,True,TARGET_COVERAGE_SEMANTICS_VALID,True,True,True,True,True,PASS,
G4G3-STAGE-A1BD2216C3EC0AAAA643,NGIQ-BR-00000606,1651,NGIQ-BR-00000117,351,dominant_overlap,True,True,True,True,True,True,TARGET_COVERAGE_SEMANTICS_VALID,True,True,True,True,True,PASS,
G4G3-STAGE-09DF9ED1F000F4911B19,NGIQ-BR-00000607,1654,NGIQ-BR-00000120,360,dominant_overlap,True,True,True,True,True,True,TARGET_COVERAGE_SEMANTICS_VALID,True,True,True,True,True,PASS,
G4G3-STAGE-A4812D2B84AB3D5BAB89,NGIQ-BR-00000608,1657,NGIQ-BR-00000119,357,dominant_overlap,True,True,True,True,True,True,TARGET_COVERAGE_SEMANTICS_VALID,True,True,True,True,True,PASS,
G4G3-STAGE-6CD4DCE1DC2C264FD184,NGIQ-BR-00000610,1663,NGIQ-BR-00000085,255,partial_overlap,True,True,True,True,True,True,TARGET_COVERAGE_SEMANTICS_VALID,True,True,True,True,True,PASS,
G4G3-STAGE-DAA969F8C97B4BD9426E,NGIQ-BR-00000610,1663,NGIQ-BR-00000153,459,partial_overlap,True,True,True,True,True,True,TARGET_COVERAGE_SEMANTICS_VALID,True,True,True,True,True,PASS,
G4G3-STAGE-1C18ADCB32EF8ED9B06F,NGIQ-BR-00000610,1663,NGIQ-BR-00000089,267,partial_overlap,True,True,True,True,True,True,TARGET_COVERAGE_SEMANTICS_VALID,True,True,True,True,True,PASS,
G4G3-STAGE-FFB164FF6ACB0323009C,NGIQ-BR-00000615,1678,NGIQ-BR-00000202,606,dominant_overlap,True,True,True,True,True,True,TARGET_COVERAGE_SEMANTICS_VALID,True,True,True,True,True,PASS,
G4G3-STAGE-480BF2573C1046641911,NGIQ-BR-00000616,1681,NGIQ-BR-00000201,603,dominant_overlap,True,True,True,True,True,True,TARGET_COVERAGE_SEMANTICS_VALID,True,True,True,True,True,PASS,
G4G3-STAGE-795C3D17A06E80213990,NGIQ-BR-00000617,1684,NGIQ-BR-00000212,636,partial_overlap,True,True,True,True,True,True,TARGET_COVERAGE_SEMANTICS_VALID,True,True,True,True,True,PASS,
G4G3-STAGE-94FA86319053AC01E43F,NGIQ-BR-00000617,1684,NGIQ-BR-00000204,612,partial_overlap,True,True,True,True,True,True,TARGET_COVERAGE_SEMANTICS_VALID,True,True,True,True,True,PASS,
G4G3-STAGE-4E224D369102711F5661,NGIQ-BR-00000618,1687,NGIQ-BR-00000211,633,partial_overlap,True,True,True,True,True,True,TARGET_COVERAGE_SEMANTICS_VALID,True,True,True,True,True,PASS,
G4G3-STAGE-2E3108B777D180896714,NGIQ-BR-00000618,1687,NGIQ-BR-00000203,609,partial_overlap,True,True,True,True,True,True,TARGET_COVERAGE_SEMANTICS_VALID,True,True,True,True,True,PASS,
G4G3-STAGE-1E273FE4DFA7B53EE613,NGIQ-BR-00000620,1693,NGIQ-BR-00000211,633,partial_overlap,True,True,True,True,True,True,TARGET_COVERAGE_SEMANTICS_VALID,True,True,True,True,True,PASS,
G4G3-STAGE-5C0F254ACF089291CBCF,NGIQ-BR-00000620,1693,NGIQ-BR-00000207,621,partial_overlap,True,True,True,True,True,True,TARGET_COVERAGE_SEMANTICS_VALID,True,True,True,True,True,PASS,
G4G3-STAGE-F9BB333B87A41F8EBE66,NGIQ-BR-00000621,1696,NGIQ-BR-00000210,630,partial_overlap,True,True,True,True,True,True,TARGET_COVERAGE_SEMANTICS_VALID,True,True,True,True,True,PASS,
G4G3-STAGE-8E17D66D49064F628246,NGIQ-BR-00000621,1696,NGIQ-BR-00000200,600,partial_overlap,True,True,True,True,True,True,TARGET_COVERAGE_SEMANTICS_VALID,True,True,True,True,True,PASS,
G4G3-STAGE-6E8B4B18AE6D8696C561,NGIQ-BR-00000622,1699,NGIQ-BR-00000209,627,partial_overlap,True,True,True,True,True,True,TARGET_COVERAGE_SEMANTICS_VALID,True,True,True,True,True,PASS,
G4G3-STAGE-93FA1045D3D163AAF177,NGIQ-BR-00000622,1699,NGIQ-BR-00000015,45,partial_overlap,True,True,True,True,True,True,TARGET_COVERAGE_SEMANTICS_VALID,True,True,True,True,True,PASS,
G4G3-STAGE-7D0DF2800027DFA8BE0B,NGIQ-BR-00000623,1702,NGIQ-BR-00000210,630,partial_overlap,True,True,True,True,True,True,TARGET_COVERAGE_SEMANTICS_VALID,True,True,True,True,True,PASS,
G4G3-STAGE-595375224DEA85D40D1A,NGIQ-BR-00000623,1702,NGIQ-BR-00000118,354,partial_overlap,True,True,True,True,True,True,TARGET_COVERAGE_SEMANTICS_VALID,True,True,True,True,True,PASS,
G4G3-STAGE-F7C2DA1CDE3F033AD213,NGIQ-BR-00000624,1705,NGIQ-BR-00000209,627,partial_overlap,True,True,True,True,True,True,TARGET_COVERAGE_SEMANTICS_VALID,True,True,True,True,True,PASS,
G4G3-STAGE-0F03821F5E99BB59B051,NGIQ-BR-00000624,1705,NGIQ-BR-00000117,351,partial_overlap,True,True,True,True,True,True,TARGET_COVERAGE_SEMANTICS_VALID,True,True,True,True,True,PASS,
G4G3-STAGE-EE695F326C2D9E3C295A,NGIQ-BR-00000624,1705,NGIQ-BR-00000015,45,partial_overlap,True,True,True,True,True,True,TARGET_COVERAGE_SEMANTICS_VALID,True,True,True,True,True,PASS,
