g3_entity_id,g3_region_pk,parcel_id,official_code,hemisphere,granularity_level,decision_origin,historical_decision,effective_scientific_decision,primary_target_g1_entity_id,primary_target_g1_name,evidence_targets_g1,scientific_rollup_eligible,decision_phase,decision_source,provenance_source_artifact
NGIQ-BR-00000144,432,134,SPL_R_5_5,right,G3_MESO_FINE,SEED_CONTAINMENT_CONFIRMED,SEED_CONTAINMENT_CONFIRMED,APPROVE_CONTAINED_IN,NGIQ-BR-00000326,Right Superior Parietal Lobule,Right Superior Parietal Lobule,TRUE,SEED_CONTAINMENT_FROZEN,Human Brainnetome Atlas seed containment (Fan et al. 2016 Table S1),single_seed_surface_overlap_validation.csv
NGIQ-BR-00000011,33,135,IPL_L_6_1,left,G3_MESO_FINE,FREEZE,PENDING_HUMAN_REVIEW,APPROVE_CONTAINED_IN,NGIQ-BR-00000274,Left Inferior Parietal Lobule,Inferior Parietal Lobule;Lateral Occipital Cortex;Superior Parietal Lobule,TRUE,G3_G1_SCIENTIFIC_FREEZE_V1,ChatGPT-assisted scientific review,g3_to_g1_final_scientific_decisions.csv
NGIQ-BR-00000012,36,136,IPL_R_6_1,right,G3_MESO_FINE,FREEZE,PENDING_HUMAN_REVIEW,APPROVE_CONTAINED_IN,NGIQ-BR-00000305,Right Inferior Parietal Lobule,Inferior Parietal Lobule;Lateral Occipital Cortex;Superior Parietal Lobule,TRUE,G3_G1_SCIENTIFIC_FREEZE_V1,ChatGPT-assisted scientific review,g3_to_g1_final_scientific_decisions.csv
NGIQ-BR-00000145,435,137,IPL_L_6_2,left,G3_MESO_FINE,FREEZE,PENDING_HUMAN_REVIEW,APPROVE_DOMINANT_OVERLAP,NGIQ-BR-00000274,Left Inferior Parietal Lobule,Inferior Parietal Lobule;Superior Parietal Lobule;Supramarginal Gyrus,FALSE,G3_G1_SCIENTIFIC_FREEZE_V1,ChatGPT-assisted scientific review,g3_to_g1_final_scientific_decisions.csv
NGIQ-BR-00000146,438,138,IPL_R_6_2,right,G3_MESO_FINE,FREEZE,PENDING_HUMAN_REVIEW,APPROVE_DOMINANT_OVERLAP,NGIQ-BR-00000305,Right Inferior Parietal Lobule,Inferior Parietal Lobule;Superior Parietal Lobule;Supramarginal Gyrus,FALSE,G3_G1_SCIENTIFIC_FREEZE_V1,ChatGPT-assisted scientific review,g3_to_g1_final_scientific_decisions.csv
NGIQ-BR-00000147,441,139,IPL_L_6_3,left,G3_MESO_FINE,FREEZE,PENDING_HUMAN_REVIEW,APPROVE_DOMINANT_OVERLAP,NGIQ-BR-00000297,Left Supramarginal Gyrus,Postcentral Gyrus;Superior Parietal Lobule;Supramarginal Gyrus,FALSE,G3_G1_SCIENTIFIC_FREEZE_V1,ChatGPT-assisted scientific review,g3_to_g1_final_scientific_decisions.csv
NGIQ-BR-00000148,444,140,IPL_R_6_3,right,G3_MESO_FINE,FREEZE,PENDING_HUMAN_REVIEW,APPROVE_DOMINANT_OVERLAP,NGIQ-BR-00000328,Right Supramarginal Gyrus,Postcentral Gyrus;Superior Parietal Lobule;Supramarginal Gyrus,FALSE,G3_G1_SCIENTIFIC_FREEZE_V1,ChatGPT-assisted scientific review,g3_to_g1_final_scientific_decisions.csv
NGIQ-BR-00000149,447,141,IPL_L_6_4,left,G3_MESO_FINE,FREEZE,PENDING_HUMAN_REVIEW,APPROVE_DOMINANT_OVERLAP,NGIQ-BR-00000297,Left Supramarginal Gyrus,Inferior Parietal Lobule;Superior Temporal Gyrus;Supramarginal Gyrus,FALSE,G3_G1_SCIENTIFIC_FREEZE_V1,ChatGPT-assisted scientific review,g3_to_g1_final_scientific_decisions.csv
NGIQ-BR-00000150,450,142,IPL_R_6_4,right,G3_MESO_FINE,FREEZE,PENDING_HUMAN_REVIEW,APPROVE_DOMINANT_OVERLAP,NGIQ-BR-00000328,Right Supramarginal Gyrus,Inferior Parietal Lobule;Superior Temporal Gyrus;Supramarginal Gyrus,FALSE,G3_G1_SCIENTIFIC_FREEZE_V1,ChatGPT-assisted scientific review,g3_to_g1_final_scientific_decisions.csv
NGIQ-BR-00000151,453,143,IPL_L_6_5,left,G3_MESO_FINE,FREEZE,PENDING_HUMAN_REVIEW,APPROVE_CONTAINED_IN,NGIQ-BR-00000274,Left Inferior Parietal Lobule,Inferior Parietal Lobule;Middle Temporal Gyrus;Superior Temporal Gyrus;Supramarginal Gyrus,TRUE,G3_G1_SCIENTIFIC_FREEZE_V1,ChatGPT-assisted scientific review,g3_to_g1_final_scientific_decisions.csv
NGIQ-BR-00000152,456,144,IPL_R_6_5,right,G3_MESO_FINE,FREEZE,PENDING_HUMAN_REVIEW,APPROVE_CONTAINED_IN,NGIQ-BR-00000305,Right Inferior Parietal Lobule,Inferior Parietal Lobule;Middle Temporal Gyrus;Superior Temporal Gyrus;Supramarginal Gyrus,TRUE,G3_G1_SCIENTIFIC_FREEZE_V1,ChatGPT-assisted scientific review,g3_to_g1_final_scientific_decisions.csv
NGIQ-BR-00000153,459,145,IPL_L_6_6,left,G3_MESO_FINE,FREEZE,PENDING_HUMAN_REVIEW,APPROVE_CONTAINED_IN,NGIQ-BR-00000297,Left Supramarginal Gyrus,Insula;Superior Temporal Gyrus;Supramarginal Gyrus;Transverse Temporal Gyrus,TRUE,G3_G1_SCIENTIFIC_FREEZE_V1,ChatGPT-assisted scientific review,g3_to_g1_final_scientific_decisions.csv
NGIQ-BR-00000154,462,146,IPL_R_6_6,right,G3_MESO_FINE,FREEZE,PENDING_HUMAN_REVIEW,APPROVE_CONTAINED_IN,NGIQ-BR-00000328,Right Supramarginal Gyrus,Insula;Superior Temporal Gyrus;Supramarginal Gyrus;Transverse Temporal Gyrus,TRUE,G3_G1_SCIENTIFIC_FREEZE_V1,ChatGPT-assisted scientific review,g3_to_g1_final_scientific_decisions.csv
NGIQ-BR-00000155,465,147,PCun_L_4_1,left,G3_MESO_FINE,SEED_CONTAINMENT_CONFIRMED,SEED_CONTAINMENT_CONFIRMED,APPROVE_CONTAINED_IN,NGIQ-BR-00000291,Left Precuneus,Left Precuneus,TRUE,SEED_CONTAINMENT_FROZEN,Human Brainnetome Atlas seed containment (Fan et al. 2016 Table S1),single_seed_surface_overlap_validation.csv
NGIQ-BR-00000156,468,148,PCun_R_4_1,right,G3_MESO_FINE,SEED_CONTAINMENT_CONFIRMED,SEED_CONTAINMENT_CONFIRMED,APPROVE_CONTAINED_IN,NGIQ-BR-00000322,Right Precuneus,Right Precuneus,TRUE,SEED_CONTAINMENT_FROZEN,Human Brainnetome Atlas seed containment (Fan et al. 2016 Table S1),single_seed_surface_overlap_validation.csv
NGIQ-BR-00000157,471,149,PCun_L_4_2,left,G3_MESO_FINE,SEED_CONTAINMENT_CONFIRMED,SEED_CONTAINMENT_CONFIRMED,APPROVE_CONTAINED_IN,NGIQ-BR-00000291,Left Precuneus,Left Precuneus,TRUE,SEED_CONTAINMENT_FROZEN,Human Brainnetome Atlas seed containment (Fan et al. 2016 Table S1),single_seed_surface_overlap_validation.csv
NGIQ-BR-00000158,474,150,PCun_R_4_2,right,G3_MESO_FINE,SEED_CONTAINMENT_CONFIRMED,SEED_CONTAINMENT_CONFIRMED,APPROVE_CONTAINED_IN,NGIQ-BR-00000322,Right Precuneus,Right Precuneus,TRUE,SEED_CONTAINMENT_FROZEN,Human Brainnetome Atlas seed containment (Fan et al. 2016 Table S1),single_seed_surface_overlap_validation.csv
NGIQ-BR-00000159,477,151,PCun_L_4_3,left,G3_MESO_FINE,SEED_CONTAINMENT_CONFIRMED,SEED_CONTAINMENT_CONFIRMED,APPROVE_CONTAINED_IN,NGIQ-BR-00000291,Left Precuneus,Left Precuneus,TRUE,SEED_CONTAINMENT_FROZEN,Human Brainnetome Atlas seed containment (Fan et al. 2016 Table S1),single_seed_surface_overlap_validation.csv
NGIQ-BR-00000160,480,152,PCun_R_4_3,right,G3_MESO_FINE,SEED_CONTAINMENT_CONFIRMED,SEED_CONTAINMENT_CONFIRMED,APPROVE_CONTAINED_IN,NGIQ-BR-00000322,Right Precuneus,Right Precuneus,TRUE,SEED_CONTAINMENT_FROZEN,Human Brainnetome Atlas seed containment (Fan et al. 2016 Table S1),single_seed_surface_overlap_validation.csv
NGIQ-BR-00000161,483,153,PCun_L_4_4,left,G3_MESO_FINE,SEED_CONTAINMENT_CONFIRMED,SEED_CONTAINMENT_CONFIRMED,APPROVE_CONTAINED_IN,NGIQ-BR-00000291,Left Precuneus,Left Precuneus,TRUE,SEED_CONTAINMENT_FROZEN,Human Brainnetome Atlas seed containment (Fan et al. 2016 Table S1),single_seed_surface_overlap_validation.csv
NGIQ-BR-00000162,486,154,PCun_R_4_4,right,G3_MESO_FINE,SEED_CONTAINMENT_CONFIRMED,SEED_CONTAINMENT_CONFIRMED,APPROVE_CONTAINED_IN,NGIQ-BR-00000322,Right Precuneus,Right Precuneus,TRUE,SEED_CONTAINMENT_FROZEN,Human Brainnetome Atlas seed containment (Fan et al. 2016 Table S1),single_seed_surface_overlap_validation.csv
NGIQ-BR-00000163,489,155,PoG_L_4_1,left,G3_MESO_FINE,SEED_CONTAINMENT_CONFIRMED,SEED_CONTAINMENT_CONFIRMED,APPROVE_CONTAINED_IN,NGIQ-BR-00000288,Left Postcentral Gyrus,Left Postcentral Gyrus,TRUE,SEED_CONTAINMENT_FROZEN,Human Brainnetome Atlas seed containment (Fan et al. 2016 Table S1),single_seed_surface_overlap_validation.csv
NGIQ-BR-00000164,492,156,PoG_R_4_1,right,G3_MESO_FINE,SEED_CONTAINMENT_CONFIRMED,SEED_CONTAINMENT_CONFIRMED,APPROVE_CONTAINED_IN,NGIQ-BR-00000319,Right Postcentral Gyrus,Right Postcentral Gyrus,TRUE,SEED_CONTAINMENT_FROZEN,Human Brainnetome Atlas seed containment (Fan et al. 2016 Table S1),single_seed_surface_overlap_validation.csv
NGIQ-BR-00000165,495,157,PoG_L_4_2,left,G3_MESO_FINE,SEED_CONTAINMENT_CONFIRMED,SEED_CONTAINMENT_CONFIRMED,APPROVE_CONTAINED_IN,NGIQ-BR-00000288,Left Postcentral Gyrus,Left Postcentral Gyrus,TRUE,SEED_CONTAINMENT_FROZEN,Human Brainnetome Atlas seed containment (Fan et al. 2016 Table S1),single_seed_surface_overlap_validation.csv
NGIQ-BR-00000166,498,158,PoG_R_4_2,right,G3_MESO_FINE,SEED_CONTAINMENT_CONFIRMED,SEED_CONTAINMENT_CONFIRMED,APPROVE_CONTAINED_IN,NGIQ-BR-00000319,Right Postcentral Gyrus,Right Postcentral Gyrus,TRUE,SEED_CONTAINMENT_FROZEN,Human Brainnetome Atlas seed containment (Fan et al. 2016 Table S1),single_seed_surface_overlap_validation.csv
NGIQ-BR-00000167,501,159,PoG_L_4_3,left,G3_MESO_FINE,SEED_CONTAINMENT_CONFIRMED,SEED_CONTAINMENT_CONFIRMED,APPROVE_CONTAINED_IN,NGIQ-BR-00000288,Left Postcentral Gyrus,Left Postcentral Gyrus,TRUE,SEED_CONTAINMENT_FROZEN,Human Brainnetome Atlas seed containment (Fan et al. 2016 Table S1),single_seed_surface_overlap_validation.csv
NGIQ-BR-00000168,504,160,PoG_R_4_3,right,G3_MESO_FINE,SEED_CONTAINMENT_CONFIRMED,SEED_CONTAINMENT_CONFIRMED,APPROVE_CONTAINED_IN,NGIQ-BR-00000319,Right Postcentral Gyrus,Right Postcentral Gyrus,TRUE,SEED_CONTAINMENT_FROZEN,Human Brainnetome Atlas seed containment (Fan et al. 2016 Table S1),single_seed_surface_overlap_validation.csv
NGIQ-BR-00000169,507,161,PoG_L_4_4,left,G3_MESO_FINE,SEED_CONTAINMENT_CONFIRMED,SEED_CONTAINMENT_CONFIRMED,APPROVE_CONTAINED_IN,NGIQ-BR-00000288,Left Postcentral Gyrus,Left Postcentral Gyrus,TRUE,SEED_CONTAINMENT_FROZEN,Human Brainnetome Atlas seed containment (Fan et al. 2016 Table S1),single_seed_surface_overlap_validation.csv
NGIQ-BR-00000170,510,162,PoG_R_4_4,right,G3_MESO_FINE,SEED_CONTAINMENT_CONFIRMED,SEED_CONTAINMENT_CONFIRMED,APPROVE_CONTAINED_IN,NGIQ-BR-00000319,Right Postcentral Gyrus,Right Postcentral Gyrus,TRUE,SEED_CONTAINMENT_FROZEN,Human Brainnetome Atlas seed containment (Fan et al. 2016 Table S1),single_seed_surface_overlap_validation.csv
NGIQ-BR-00000013,39,163,INS_L_6_1,left,G3_MESO_FINE,SEED_CONTAINMENT_CONFIRMED,SEED_CONTAINMENT_CONFIRMED,APPROVE_CONTAINED_IN,NGIQ-BR-00000299,Left Insula,Left Insula,TRUE,SEED_CONTAINMENT_FROZEN,Human Brainnetome Atlas seed containment (Fan et al. 2016 Table S1),single_seed_surface_overlap_validation.csv
NGIQ-BR-00000014,42,164,INS_R_6_1,right,G3_MESO_FINE,SEED_CONTAINMENT_CONFIRMED,SEED_CONTAINMENT_CONFIRMED,APPROVE_CONTAINED_IN,NGIQ-BR-00000330,Right Insula,Right Insula,TRUE,SEED_CONTAINMENT_FROZEN,Human Brainnetome Atlas seed containment (Fan et al. 2016 Table S1),single_seed_surface_overlap_validation.csv
NGIQ-BR-00000171,513,165,INS_L_6_2,left,G3_MESO_FINE,SEED_CONTAINMENT_CONFIRMED,SEED_CONTAINMENT_CONFIRMED,APPROVE_CONTAINED_IN,NGIQ-BR-00000299,Left Insula,Left Insula,TRUE,SEED_CONTAINMENT_FROZEN,Human Brainnetome Atlas seed containment (Fan et al. 2016 Table S1),single_seed_surface_overlap_validation.csv
NGIQ-BR-00000172,516,166,INS_R_6_2,right,G3_MESO_FINE,SEED_CONTAINMENT_CONFIRMED,SEED_CONTAINMENT_CONFIRMED,APPROVE_CONTAINED_IN,NGIQ-BR-00000330,Right Insula,Right Insula,TRUE,SEED_CONTAINMENT_FROZEN,Human Brainnetome Atlas seed containment (Fan et al. 2016 Table S1),single_seed_surface_overlap_validation.csv
NGIQ-BR-00000173,519,167,INS_L_6_3,left,G3_MESO_FINE,SEED_CONTAINMENT_CONFIRMED,SEED_CONTAINMENT_CONFIRMED,APPROVE_CONTAINED_IN,NGIQ-BR-00000299,Left Insula,Left Insula,TRUE,SEED_CONTAINMENT_FROZEN,Human Brainnetome Atlas seed containment (Fan et al. 2016 Table S1),single_seed_surface_overlap_validation.csv
NGIQ-BR-00000174,522,168,INS_R_6_3,right,G3_MESO_FINE,SEED_CONTAINMENT_CONFIRMED,SEED_CONTAINMENT_CONFIRMED,APPROVE_CONTAINED_IN,NGIQ-BR-00000330,Right Insula,Right Insula,TRUE,SEED_CONTAINMENT_FROZEN,Human Brainnetome Atlas seed containment (Fan et al. 2016 Table S1),single_seed_surface_overlap_validation.csv
NGIQ-BR-00000175,525,169,INS_L_6_4,left,G3_MESO_FINE,SEED_CONTAINMENT_CONFIRMED,SEED_CONTAINMENT_CONFIRMED,APPROVE_CONTAINED_IN,NGIQ-BR-00000299,Left Insula,Left Insula,TRUE,SEED_CONTAINMENT_FROZEN,Human Brainnetome Atlas seed containment (Fan et al. 2016 Table S1),single_seed_surface_overlap_validation.csv
NGIQ-BR-00000176,528,170,INS_R_6_4,right,G3_MESO_FINE,SEED_CONTAINMENT_CONFIRMED,SEED_CONTAINMENT_CONFIRMED,APPROVE_CONTAINED_IN,NGIQ-BR-00000330,Right Insula,Right Insula,TRUE,SEED_CONTAINMENT_FROZEN,Human Brainnetome Atlas seed containment (Fan et al. 2016 Table S1),single_seed_surface_overlap_validation.csv
NGIQ-BR-00000177,531,171,INS_L_6_5,left,G3_MESO_FINE,SEED_CONTAINMENT_CONFIRMED,SEED_CONTAINMENT_CONFIRMED,APPROVE_CONTAINED_IN,NGIQ-BR-00000299,Left Insula,Left Insula,TRUE,SEED_CONTAINMENT_FROZEN,Human Brainnetome Atlas seed containment (Fan et al. 2016 Table S1),single_seed_surface_overlap_validation.csv
NGIQ-BR-00000178,534,172,INS_R_6_5,right,G3_MESO_FINE,SEED_CONTAINMENT_CONFIRMED,SEED_CONTAINMENT_CONFIRMED,APPROVE_CONTAINED_IN,NGIQ-BR-00000330,Right Insula,Right Insula,TRUE,SEED_CONTAINMENT_FROZEN,Human Brainnetome Atlas seed containment (Fan et al. 2016 Table S1),single_seed_surface_overlap_validation.csv
NGIQ-BR-00000179,537,173,INS_L_6_6,left,G3_MESO_FINE,SEED_CONTAINMENT_CONFIRMED,SEED_CONTAINMENT_CONFIRMED,APPROVE_CONTAINED_IN,NGIQ-BR-00000299,Left Insula,Left Insula,TRUE,SEED_CONTAINMENT_FROZEN,Human Brainnetome Atlas seed containment (Fan et al. 2016 Table S1),single_seed_surface_overlap_validation.csv
NGIQ-BR-00000180,540,174,INS_R_6_6,right,G3_MESO_FINE,SEED_CONTAINMENT_CONFIRMED,SEED_CONTAINMENT_CONFIRMED,APPROVE_CONTAINED_IN,NGIQ-BR-00000330,Right Insula,Right Insula,TRUE,SEED_CONTAINMENT_FROZEN,Human Brainnetome Atlas seed containment (Fan et al. 2016 Table S1),single_seed_surface_overlap_validation.csv
NGIQ-BR-00000181,543,175,CG_L_7_1,left,G3_MESO_FINE,FREEZE,PENDING_HUMAN_REVIEW,PARTIAL_OVERLAP,,,Isthmus Of Cingulate Gyrus;Posterior Cingulate Cortex,FALSE,G3_G1_SCIENTIFIC_FREEZE_V1,ChatGPT-assisted scientific review,g3_to_g1_final_scientific_decisions.csv
NGIQ-BR-00000182,546,176,CG_R_7_1,right,G3_MESO_FINE,FREEZE,PENDING_HUMAN_REVIEW,PARTIAL_OVERLAP,,,Isthmus Of Cingulate Gyrus;Posterior Cingulate Cortex,FALSE,G3_G1_SCIENTIFIC_FREEZE_V1,ChatGPT-assisted scientific review,g3_to_g1_final_scientific_decisions.csv
NGIQ-BR-00000183,549,177,CG_L_7_2,left,G3_MESO_FINE,FREEZE,PENDING_HUMAN_REVIEW,PARTIAL_OVERLAP,,,Caudal Anterior Cingulate Cortex;Posterior Cingulate Cortex,FALSE,G3_G1_SCIENTIFIC_FREEZE_V1,ChatGPT-assisted scientific review,g3_to_g1_final_scientific_decisions.csv
NGIQ-BR-00000184,552,178,CG_R_7_2,right,G3_MESO_FINE,FREEZE,PENDING_HUMAN_REVIEW,PARTIAL_OVERLAP,,,Caudal Anterior Cingulate Cortex;Posterior Cingulate Cortex,FALSE,G3_G1_SCIENTIFIC_FREEZE_V1,ChatGPT-assisted scientific review,g3_to_g1_final_scientific_decisions.csv
NGIQ-BR-00000185,555,179,CG_L_7_3,left,G3_MESO_FINE,FREEZE,PENDING_HUMAN_REVIEW,CONFLICT_REVIEW,,,,FALSE,G3_G1_SCIENTIFIC_FREEZE_V1,ChatGPT-assisted scientific review,g3_to_g1_final_scientific_decisions.csv
NGIQ-BR-00000186,558,180,CG_R_7_3,right,G3_MESO_FINE,FREEZE,PENDING_HUMAN_REVIEW,CONFLICT_REVIEW,,,,FALSE,G3_G1_SCIENTIFIC_FREEZE_V1,ChatGPT-assisted scientific review,g3_to_g1_final_scientific_decisions.csv
NGIQ-BR-00000187,561,181,CG_L_7_4,left,G3_MESO_FINE,FREEZE,PENDING_HUMAN_REVIEW,APPROVE_DOMINANT_OVERLAP,NGIQ-BR-00000276,Left Isthmus Of Cingulate Gyrus,Isthmus Of Cingulate Gyrus;Lingual Gyrus;Parahippocampal Gyrus;Posterior Cingulate Cortex;Precuneus,FALSE,G3_G1_SCIENTIFIC_FREEZE_V1,ChatGPT-assisted scientific review,g3_to_g1_final_scientific_decisions.csv
NGIQ-BR-00000188,564,182,CG_R_7_4,right,G3_MESO_FINE,FREEZE,PENDING_HUMAN_REVIEW,APPROVE_DOMINANT_OVERLAP,NGIQ-BR-00000307,Right Isthmus Of Cingulate Gyrus,Isthmus Of Cingulate Gyrus;Lingual Gyrus;Parahippocampal Gyrus;Posterior Cingulate Cortex;Precuneus,FALSE,G3_G1_SCIENTIFIC_FREEZE_V1,ChatGPT-assisted scientific review,g3_to_g1_final_scientific_decisions.csv
NGIQ-BR-00000189,567,183,CG_L_7_5,left,G3_MESO_FINE,FREEZE,PENDING_HUMAN_REVIEW,PARTIAL_OVERLAP,,,Caudal Anterior Cingulate Cortex;Posterior Cingulate Cortex,FALSE,G3_G1_SCIENTIFIC_FREEZE_V1,ChatGPT-assisted scientific review,g3_to_g1_final_scientific_decisions.csv
NGIQ-BR-00000190,570,184,CG_R_7_5,right,G3_MESO_FINE,FREEZE,PENDING_HUMAN_REVIEW,PARTIAL_OVERLAP,,,Caudal Anterior Cingulate Cortex;Posterior Cingulate Cortex,FALSE,G3_G1_SCIENTIFIC_FREEZE_V1,ChatGPT-assisted scientific review,g3_to_g1_final_scientific_decisions.csv
NGIQ-BR-00000191,573,185,CG_L_7_6,left,G3_MESO_FINE,FREEZE,PENDING_HUMAN_REVIEW,APPROVE_DOMINANT_OVERLAP,NGIQ-BR-00000289,Left Posterior Cingulate Cortex,Paracentral Lobule;Posterior Cingulate Cortex;Precuneus;Superior Frontal Gyrus,FALSE,G3_G1_SCIENTIFIC_FREEZE_V1,ChatGPT-assisted scientific review,g3_to_g1_final_scientific_decisions.csv
NGIQ-BR-00000192,576,186,CG_R_7_6,right,G3_MESO_FINE,FREEZE,PENDING_HUMAN_REVIEW,APPROVE_DOMINANT_OVERLAP,NGIQ-BR-00000320,Right Posterior Cingulate Cortex,Paracentral Lobule;Posterior Cingulate Cortex;Precuneus;Superior Frontal Gyrus,FALSE,G3_G1_SCIENTIFIC_FREEZE_V1,ChatGPT-assisted scientific review,g3_to_g1_final_scientific_decisions.csv
NGIQ-BR-00000193,579,187,CG_L_7_7,left,G3_MESO_FINE,FREEZE,PENDING_HUMAN_REVIEW,APPROVE_CONTAINED_IN,NGIQ-BR-00000292,Left Rostral Anterior Cingulate Cortex,Medial Orbitofrontal Cortex;Rostral Anterior Cingulate Cortex;Superior Frontal Gyrus,TRUE,G3_G1_SCIENTIFIC_FREEZE_V1,ChatGPT-assisted scientific review,g3_to_g1_final_scientific_decisions.csv
NGIQ-BR-00000194,582,188,CG_R_7_7,right,G3_MESO_FINE,FREEZE,PENDING_HUMAN_REVIEW,APPROVE_CONTAINED_IN,NGIQ-BR-00000323,Right Rostral Anterior Cingulate Cortex,Medial Orbitofrontal Cortex;Rostral Anterior Cingulate Cortex;Superior Frontal Gyrus,TRUE,G3_G1_SCIENTIFIC_FREEZE_V1,ChatGPT-assisted scientific review,g3_to_g1_final_scientific_decisions.csv
NGIQ-BR-00000015,45,189,MVOcC_L_5_1,left,G3_MESO_FINE,FREEZE,HUMAN_AUTHORITY_APPROVED_CANDIDATE,APPROVE_DOMINANT_OVERLAP,NGIQ-BR-00000279,Left Lingual Gyrus,Lateral Occipital Cortex;Lingual Gyrus,FALSE,G3_G1_SCIENTIFIC_FREEZE_V1,ChatGPT-assisted scientific review,g3_to_g1_final_scientific_decisions.csv
NGIQ-BR-00000016,48,190,MVOcC_R_5_1,right,G3_MESO_FINE,FREEZE,HUMAN_AUTHORITY_APPROVED_CANDIDATE,APPROVE_DOMINANT_OVERLAP,NGIQ-BR-00000310,Right Lingual Gyrus,Lateral Occipital Cortex;Lingual Gyrus,FALSE,G3_G1_SCIENTIFIC_FREEZE_V1,ChatGPT-assisted scientific review,g3_to_g1_final_scientific_decisions.csv
NGIQ-BR-00000195,585,191,MVOcC_L_5_2,left,G3_MESO_FINE,FREEZE,HUMAN_AUTHORITY_APPROVED_CANDIDATE,CONFLICT_REVIEW,,,,FALSE,G3_G1_SCIENTIFIC_FREEZE_V1,ChatGPT-assisted scientific review,g3_to_g1_final_scientific_decisions.csv
NGIQ-BR-00000196,588,192,MVOcC_R_5_2,right,G3_MESO_FINE,FREEZE,HUMAN_AUTHORITY_APPROVED_CANDIDATE,CONFLICT_REVIEW,,,,FALSE,G3_G1_SCIENTIFIC_FREEZE_V1,ChatGPT-assisted scientific review,g3_to_g1_final_scientific_decisions.csv
NGIQ-BR-00000197,591,193,MVOcC_L_5_3,left,G3_MESO_FINE,FREEZE,HUMAN_AUTHORITY_APPROVED_CANDIDATE,CONFLICT_REVIEW,,,,FALSE,G3_G1_SCIENTIFIC_FREEZE_V1,ChatGPT-assisted scientific review,g3_to_g1_final_scientific_decisions.csv
NGIQ-BR-00000198,594,194,MVOcC_R_5_3,right,G3_MESO_FINE,FREEZE,HUMAN_AUTHORITY_APPROVED_CANDIDATE,CONFLICT_REVIEW,,,,FALSE,G3_G1_SCIENTIFIC_FREEZE_V1,ChatGPT-assisted scientific review,g3_to_g1_final_scientific_decisions.csv
NGIQ-BR-00000199,597,195,MVOcC_L_5_4,left,G3_MESO_FINE,FREEZE,HUMAN_AUTHORITY_APPROVED_CANDIDATE,APPROVE_CONTAINED_IN,NGIQ-BR-00000279,Left Lingual Gyrus,Fusiform Gyrus;Lingual Gyrus;Parahippocampal Gyrus,TRUE,G3_G1_SCIENTIFIC_FREEZE_V1,ChatGPT-assisted scientific review,g3_to_g1_final_scientific_decisions.csv
NGIQ-BR-00000200,600,196,MVOcC_R_5_4,right,G3_MESO_FINE,FREEZE,HUMAN_AUTHORITY_APPROVED_CANDIDATE,APPROVE_CONTAINED_IN,NGIQ-BR-00000310,Right Lingual Gyrus,Fusiform Gyrus;Lingual Gyrus;Parahippocampal Gyrus,TRUE,G3_G1_SCIENTIFIC_FREEZE_V1,ChatGPT-assisted scientific review,g3_to_g1_final_scientific_decisions.csv
NGIQ-BR-00000201,603,197,MVOcC_L_5_5,left,G3_MESO_FINE,FREEZE,NO_G1_ROLLUP,NO_G1_ROLLUP,,,,FALSE,G3_G1_SCIENTIFIC_FREEZE_V1,ChatGPT-assisted scientific review,g3_to_g1_final_scientific_decisions.csv
NGIQ-BR-00000202,606,198,MVOcC_R_5_5,right,G3_MESO_FINE,FREEZE,NO_G1_ROLLUP,NO_G1_ROLLUP,,,,FALSE,G3_G1_SCIENTIFIC_FREEZE_V1,ChatGPT-assisted scientific review,g3_to_g1_final_scientific_decisions.csv
NGIQ-BR-00000203,609,199,LOcC_L_4_1,left,G3_MESO_FINE,SEED_CONTAINMENT_CONFIRMED,SEED_CONTAINMENT_CONFIRMED,APPROVE_CONTAINED_IN,NGIQ-BR-00000277,Left Lateral Occipital Cortex,Left Lateral Occipital Cortex,TRUE,SEED_CONTAINMENT_FROZEN,Human Brainnetome Atlas seed containment (Fan et al. 2016 Table S1),single_seed_surface_overlap_validation.csv
NGIQ-BR-00000204,612,200,LOcC_R_4_1,right,G3_MESO_FINE,SEED_CONTAINMENT_CONFIRMED,SEED_CONTAINMENT_CONFIRMED,APPROVE_CONTAINED_IN,NGIQ-BR-00000308,Right Lateral Occipital Cortex,Right Lateral Occipital Cortex,TRUE,SEED_CONTAINMENT_FROZEN,Human Brainnetome Atlas seed containment (Fan et al. 2016 Table S1),single_seed_surface_overlap_validation.csv
NGIQ-BR-00000205,615,201,LOcC_L_4_2,left,G3_MESO_FINE,SEED_CONTAINMENT_CONFIRMED,SEED_CONTAINMENT_CONFIRMED,APPROVE_CONTAINED_IN,NGIQ-BR-00000277,Left Lateral Occipital Cortex,Left Lateral Occipital Cortex,TRUE,SEED_CONTAINMENT_FROZEN,Human Brainnetome Atlas seed containment (Fan et al. 2016 Table S1),single_seed_surface_overlap_validation.csv
NGIQ-BR-00000206,618,202,LOcC_R_4_2,right,G3_MESO_FINE,SEED_CONTAINMENT_CONFIRMED,SEED_CONTAINMENT_CONFIRMED,APPROVE_CONTAINED_IN,NGIQ-BR-00000308,Right Lateral Occipital Cortex,Right Lateral Occipital Cortex,TRUE,SEED_CONTAINMENT_FROZEN,Human Brainnetome Atlas seed containment (Fan et al. 2016 Table S1),single_seed_surface_overlap_validation.csv
