biological_pair_id,hemisphere,parcel_id,g3_entity_id,official_code,official_modified_name,seed_mask_code,seed_type,historical_decision,effective_scientific_decision,decision_source,primary_target_g1,evidence_targets_g1,rollup_eligible,is_primary_rollup,proposed_mapping_relation,decision_reason,review_phase,decision_provenance
PhG_6_1,right,110,NGIQ-BR-00000122,PhG_R_6_1,rostral area 35/36,PhG,composite,PENDING_HUMAN_REVIEW,APPROVE_CONTAINED_IN,ChatGPT human scientific review,Entorhinal Cortex,Entorhinal Cortex;Fusiform Gyrus,TRUE,TRUE,contained_in,,G3_G1_SCIENTIFIC_FREEZE_V1,"{""official_parcel_identity"": ""PhG_R_6_1"", ""seed_authority"": ""Fan et al. 2016 Supplementary Table 1 (initial DK seed masks)"", ""official_modified_nomenclature"": ""rostral area 35/36"", ""fsaverage_surface_overlap_evidence"": {""top1_dk"": ""entorhinal"", ""top1_g1"": ""Right Entorhinal Cortex"", ""top1_g1_coverage"": ""0.903571"", ""top2_dk"": ""fusiform"", ""top2_dk_coverage"": ""0.096429"", ""non_g1_dk_coverage"": ""0""}, ""decision_source"": ""ChatGPT human scientific review"", ""human_scientific_review"": ""ChatGPT G3->G1 per-pair scientific freeze"", ""review_phase"": ""G3_G1_SCIENTIFIC_FREEZE_V1""}"
PhG_6_2,left,111,NGIQ-BR-00000123,PhG_L_6_2,caudal area 35/36,PhG,composite,PENDING_HUMAN_REVIEW,APPROVE_CONTAINED_IN,ChatGPT human scientific review,Parahippocampal Gyrus,Entorhinal Cortex;Parahippocampal Gyrus,TRUE,TRUE,contained_in,,G3_G1_SCIENTIFIC_FREEZE_V1,"{""official_parcel_identity"": ""PhG_L_6_2"", ""seed_authority"": ""Fan et al. 2016 Supplementary Table 1 (initial DK seed masks)"", ""official_modified_nomenclature"": ""caudal area 35/36"", ""fsaverage_surface_overlap_evidence"": {""top1_dk"": ""parahippocampal"", ""top1_g1"": ""Left Parahippocampal Gyrus"", ""top1_g1_coverage"": ""0.928191"", ""top2_dk"": ""entorhinal"", ""top2_dk_coverage"": ""0.071809"", ""non_g1_dk_coverage"": ""0""}, ""decision_source"": ""ChatGPT human scientific review"", ""human_scientific_review"": ""ChatGPT G3->G1 per-pair scientific freeze"", ""review_phase"": ""G3_G1_SCIENTIFIC_FREEZE_V1""}"
PhG_6_2,right,112,NGIQ-BR-00000124,PhG_R_6_2,caudal area 35/36,PhG,composite,PENDING_HUMAN_REVIEW,APPROVE_CONTAINED_IN,ChatGPT human scientific review,Parahippocampal Gyrus,Entorhinal Cortex;Parahippocampal Gyrus,TRUE,TRUE,contained_in,,G3_G1_SCIENTIFIC_FREEZE_V1,"{""official_parcel_identity"": ""PhG_R_6_2"", ""seed_authority"": ""Fan et al. 2016 Supplementary Table 1 (initial DK seed masks)"", ""official_modified_nomenclature"": ""caudal area 35/36"", ""fsaverage_surface_overlap_evidence"": {""top1_dk"": ""parahippocampal"", ""top1_g1"": ""Right Parahippocampal Gyrus"", ""top1_g1_coverage"": ""0.951482"", ""top2_dk"": ""entorhinal"", ""top2_dk_coverage"": ""0.040431"", ""non_g1_dk_coverage"": ""0""}, ""decision_source"": ""ChatGPT human scientific review"", ""human_scientific_review"": ""ChatGPT G3->G1 per-pair scientific freeze"", ""review_phase"": ""G3_G1_SCIENTIFIC_FREEZE_V1""}"
PhG_6_3,left,113,NGIQ-BR-00000125,PhG_L_6_3,"area TL (lateral PPHC, posterior parahippocampal gyrus)",PhG,composite,PENDING_HUMAN_REVIEW,APPROVE_DOMINANT_OVERLAP,ChatGPT human scientific review,Parahippocampal Gyrus,Fusiform Gyrus;Parahippocampal Gyrus,FALSE,FALSE,dominant_overlap,,G3_G1_SCIENTIFIC_FREEZE_V1,"{""official_parcel_identity"": ""PhG_L_6_3"", ""seed_authority"": ""Fan et al. 2016 Supplementary Table 1 (initial DK seed masks)"", ""official_modified_nomenclature"": ""area TL (lateral PPHC, posterior parahippocampal gyrus)"", ""fsaverage_surface_overlap_evidence"": {""top1_dk"": ""parahippocampal"", ""top1_g1"": ""Left Parahippocampal Gyrus"", ""top1_g1_coverage"": ""0.979133"", ""top2_dk"": ""fusiform"", ""top2_dk_coverage"": ""0.020867"", ""non_g1_dk_coverage"": ""0""}, ""decision_source"": ""ChatGPT human scientific review"", ""human_scientific_review"": ""ChatGPT G3->G1 per-pair scientific freeze"", ""review_phase"": ""G3_G1_SCIENTIFIC_FREEZE_V1""}"
PhG_6_3,right,114,NGIQ-BR-00000126,PhG_R_6_3,"area TL (lateral PPHC, posterior parahippocampal gyrus)",PhG,composite,PENDING_HUMAN_REVIEW,APPROVE_DOMINANT_OVERLAP,ChatGPT human scientific review,Parahippocampal Gyrus,Fusiform Gyrus;Parahippocampal Gyrus,FALSE,FALSE,dominant_overlap,,G3_G1_SCIENTIFIC_FREEZE_V1,"{""official_parcel_identity"": ""PhG_R_6_3"", ""seed_authority"": ""Fan et al. 2016 Supplementary Table 1 (initial DK seed masks)"", ""official_modified_nomenclature"": ""area TL (lateral PPHC, posterior parahippocampal gyrus)"", ""fsaverage_surface_overlap_evidence"": {""top1_dk"": ""parahippocampal"", ""top1_g1"": ""Right Parahippocampal Gyrus"", ""top1_g1_coverage"": ""0.836466"", ""top2_dk"": ""fusiform"", ""top2_dk_coverage"": ""0.163534"", ""non_g1_dk_coverage"": ""0""}, ""decision_source"": ""ChatGPT human scientific review"", ""human_scientific_review"": ""ChatGPT G3->G1 per-pair scientific freeze"", ""review_phase"": ""G3_G1_SCIENTIFIC_FREEZE_V1""}"
PhG_6_4,left,115,NGIQ-BR-00000127,PhG_L_6_4,"area 28/34 (EC, entorhinal cortex)",PhG,composite,PENDING_HUMAN_REVIEW,APPROVE_DOMINANT_OVERLAP,ChatGPT human scientific review,Entorhinal Cortex,Entorhinal Cortex;Parahippocampal Gyrus,FALSE,FALSE,dominant_overlap,,G3_G1_SCIENTIFIC_FREEZE_V1,"{""official_parcel_identity"": ""PhG_L_6_4"", ""seed_authority"": ""Fan et al. 2016 Supplementary Table 1 (initial DK seed masks)"", ""official_modified_nomenclature"": ""area 28/34 (EC, entorhinal cortex)"", ""fsaverage_surface_overlap_evidence"": {""top1_dk"": ""entorhinal"", ""top1_g1"": ""Left Entorhinal Cortex"", ""top1_g1_coverage"": ""0.607046"", ""top2_dk"": ""parahippocampal"", ""top2_dk_coverage"": ""0.392954"", ""non_g1_dk_coverage"": ""0""}, ""decision_source"": ""ChatGPT human scientific review"", ""human_scientific_review"": ""ChatGPT G3->G1 per-pair scientific freeze"", ""review_phase"": ""G3_G1_SCIENTIFIC_FREEZE_V1""}"
PhG_6_4,right,116,NGIQ-BR-00000128,PhG_R_6_4,"area 28/34 (EC, entorhinal cortex)",PhG,composite,PENDING_HUMAN_REVIEW,APPROVE_DOMINANT_OVERLAP,ChatGPT human scientific review,Entorhinal Cortex,Entorhinal Cortex;Parahippocampal Gyrus,FALSE,FALSE,dominant_overlap,,G3_G1_SCIENTIFIC_FREEZE_V1,"{""official_parcel_identity"": ""PhG_R_6_4"", ""seed_authority"": ""Fan et al. 2016 Supplementary Table 1 (initial DK seed masks)"", ""official_modified_nomenclature"": ""area 28/34 (EC, entorhinal cortex)"", ""fsaverage_surface_overlap_evidence"": {""top1_dk"": ""entorhinal"", ""top1_g1"": ""Right Entorhinal Cortex"", ""top1_g1_coverage"": ""0.693798"", ""top2_dk"": ""parahippocampal"", ""top2_dk_coverage"": ""0.306202"", ""non_g1_dk_coverage"": ""0""}, ""decision_source"": ""ChatGPT human scientific review"", ""human_scientific_review"": ""ChatGPT G3->G1 per-pair scientific freeze"", ""review_phase"": ""G3_G1_SCIENTIFIC_FREEZE_V1""}"
PhG_6_5,left,117,NGIQ-BR-00000129,PhG_L_6_5,area TI(temporal agranular insular cortex),PhG,composite,PENDING_HUMAN_REVIEW,APPROVE_DOMINANT_OVERLAP,ChatGPT human scientific review,Entorhinal Cortex,Entorhinal Cortex;Insula,FALSE,FALSE,dominant_overlap,,G3_G1_SCIENTIFIC_FREEZE_V1,"{""official_parcel_identity"": ""PhG_L_6_5"", ""seed_authority"": ""Fan et al. 2016 Supplementary Table 1 (initial DK seed masks)"", ""official_modified_nomenclature"": ""area TI(temporal agranular insular cortex)"", ""fsaverage_surface_overlap_evidence"": {""top1_dk"": ""entorhinal"", ""top1_g1"": ""Left Entorhinal Cortex"", ""top1_g1_coverage"": ""0.833333"", ""top2_dk"": ""temporalpole"", ""top2_dk_coverage"": ""0.114583"", ""non_g1_dk_coverage"": ""0.114583""}, ""decision_source"": ""ChatGPT human scientific review"", ""human_scientific_review"": ""ChatGPT G3->G1 per-pair scientific freeze"", ""review_phase"": ""G3_G1_SCIENTIFIC_FREEZE_V1""}"
PhG_6_5,right,118,NGIQ-BR-00000130,PhG_R_6_5,area TI(temporal agranular insular cortex),PhG,composite,PENDING_HUMAN_REVIEW,APPROVE_DOMINANT_OVERLAP,ChatGPT human scientific review,Entorhinal Cortex,Entorhinal Cortex;Insula,FALSE,FALSE,dominant_overlap,,G3_G1_SCIENTIFIC_FREEZE_V1,"{""official_parcel_identity"": ""PhG_R_6_5"", ""seed_authority"": ""Fan et al. 2016 Supplementary Table 1 (initial DK seed masks)"", ""official_modified_nomenclature"": ""area TI(temporal agranular insular cortex)"", ""fsaverage_surface_overlap_evidence"": {""top1_dk"": ""entorhinal"", ""top1_g1"": ""Right Entorhinal Cortex"", ""top1_g1_coverage"": ""0.977654"", ""top2_dk"": ""temporalpole"", ""top2_dk_coverage"": ""0.022346"", ""non_g1_dk_coverage"": ""0.022346""}, ""decision_source"": ""ChatGPT human scientific review"", ""human_scientific_review"": ""ChatGPT G3->G1 per-pair scientific freeze"", ""review_phase"": ""G3_G1_SCIENTIFIC_FREEZE_V1""}"
PhG_6_6,left,119,NGIQ-BR-00000131,PhG_L_6_6,area TH (medial PPHC),PhG,composite,PENDING_HUMAN_REVIEW,APPROVE_DOMINANT_OVERLAP,ChatGPT human scientific review,Parahippocampal Gyrus,Isthmus Of Cingulate Gyrus;Lingual Gyrus;Parahippocampal Gyrus,FALSE,FALSE,dominant_overlap,,G3_G1_SCIENTIFIC_FREEZE_V1,"{""official_parcel_identity"": ""PhG_L_6_6"", ""seed_authority"": ""Fan et al. 2016 Supplementary Table 1 (initial DK seed masks)"", ""official_modified_nomenclature"": ""area TH (medial PPHC)"", ""fsaverage_surface_overlap_evidence"": {""top1_dk"": ""parahippocampal"", ""top1_g1"": ""Left Parahippocampal Gyrus"", ""top1_g1_coverage"": ""0.896471"", ""top2_dk"": ""lingual"", ""top2_dk_coverage"": ""0.077647"", ""non_g1_dk_coverage"": ""0""}, ""decision_source"": ""ChatGPT human scientific review"", ""human_scientific_review"": ""ChatGPT G3->G1 per-pair scientific freeze"", ""review_phase"": ""G3_G1_SCIENTIFIC_FREEZE_V1""}"
PhG_6_6,right,120,NGIQ-BR-00000132,PhG_R_6_6,area TH (medial PPHC),PhG,composite,PENDING_HUMAN_REVIEW,APPROVE_DOMINANT_OVERLAP,ChatGPT human scientific review,Parahippocampal Gyrus,Isthmus Of Cingulate Gyrus;Lingual Gyrus;Parahippocampal Gyrus,FALSE,FALSE,dominant_overlap,,G3_G1_SCIENTIFIC_FREEZE_V1,"{""official_parcel_identity"": ""PhG_R_6_6"", ""seed_authority"": ""Fan et al. 2016 Supplementary Table 1 (initial DK seed masks)"", ""official_modified_nomenclature"": ""area TH (medial PPHC)"", ""fsaverage_surface_overlap_evidence"": {""top1_dk"": ""parahippocampal"", ""top1_g1"": ""Right Parahippocampal Gyrus"", ""top1_g1_coverage"": ""0.995833"", ""top2_dk"": ""lingual"", ""top2_dk_coverage"": ""0.004167"", ""non_g1_dk_coverage"": ""0""}, ""decision_source"": ""ChatGPT human scientific review"", ""human_scientific_review"": ""ChatGPT G3->G1 per-pair scientific freeze"", ""review_phase"": ""G3_G1_SCIENTIFIC_FREEZE_V1""}"
IPL_6_1,left,135,NGIQ-BR-00000011,IPL_L_6_1,caudal area 39(PGp),IPL,composite,PENDING_HUMAN_REVIEW,APPROVE_CONTAINED_IN,ChatGPT human scientific review,Inferior Parietal Lobule,Inferior Parietal Lobule;Lateral Occipital Cortex;Superior Parietal Lobule,TRUE,TRUE,contained_in,,G3_G1_SCIENTIFIC_FREEZE_V1,"{""official_parcel_identity"": ""IPL_L_6_1"", ""seed_authority"": ""Fan et al. 2016 Supplementary Table 1 (initial DK seed masks)"", ""official_modified_nomenclature"": ""caudal area 39(PGp)"", ""fsaverage_surface_overlap_evidence"": {""top1_dk"": ""inferiorparietal"", ""top1_g1"": ""Left Inferior Parietal Lobule"", ""top1_g1_coverage"": ""0.969985"", ""top2_dk"": ""superiorparietal"", ""top2_dk_coverage"": ""0.025013"", ""non_g1_dk_coverage"": ""0""}, ""decision_source"": ""ChatGPT human scientific review"", ""human_scientific_review"": ""ChatGPT G3->G1 per-pair scientific freeze"", ""review_phase"": ""G3_G1_SCIENTIFIC_FREEZE_V1""}"
IPL_6_1,right,136,NGIQ-BR-00000012,IPL_R_6_1,caudal area 39(PGp),IPL,composite,PENDING_HUMAN_REVIEW,APPROVE_CONTAINED_IN,ChatGPT human scientific review,Inferior Parietal Lobule,Inferior Parietal Lobule;Lateral Occipital Cortex;Superior Parietal Lobule,TRUE,TRUE,contained_in,,G3_G1_SCIENTIFIC_FREEZE_V1,"{""official_parcel_identity"": ""IPL_R_6_1"", ""seed_authority"": ""Fan et al. 2016 Supplementary Table 1 (initial DK seed masks)"", ""official_modified_nomenclature"": ""caudal area 39(PGp)"", ""fsaverage_surface_overlap_evidence"": {""top1_dk"": ""inferiorparietal"", ""top1_g1"": ""Right Inferior Parietal Lobule"", ""top1_g1_coverage"": ""0.98316"", ""top2_dk"": ""middletemporal"", ""top2_dk_coverage"": ""0.014435"", ""non_g1_dk_coverage"": ""0""}, ""decision_source"": ""ChatGPT human scientific review"", ""human_scientific_review"": ""ChatGPT G3->G1 per-pair scientific freeze"", ""review_phase"": ""G3_G1_SCIENTIFIC_FREEZE_V1""}"
IPL_6_2,left,137,NGIQ-BR-00000145,IPL_L_6_2,rostrodorsal area 39(Hip3),IPL,composite,PENDING_HUMAN_REVIEW,APPROVE_DOMINANT_OVERLAP,ChatGPT human scientific review,Inferior Parietal Lobule,Inferior Parietal Lobule;Superior Parietal Lobule;Supramarginal Gyrus,FALSE,FALSE,dominant_overlap,,G3_G1_SCIENTIFIC_FREEZE_V1,"{""official_parcel_identity"": ""IPL_L_6_2"", ""seed_authority"": ""Fan et al. 2016 Supplementary Table 1 (initial DK seed masks)"", ""official_modified_nomenclature"": ""rostrodorsal area 39(Hip3)"", ""fsaverage_surface_overlap_evidence"": {""top1_dk"": ""inferiorparietal"", ""top1_g1"": ""Left Inferior Parietal Lobule"", ""top1_g1_coverage"": ""0.794705"", ""top2_dk"": ""supramarginal"", ""top2_dk_coverage"": ""0.112016"", ""non_g1_dk_coverage"": ""0""}, ""decision_source"": ""ChatGPT human scientific review"", ""human_scientific_review"": ""ChatGPT G3->G1 per-pair scientific freeze"", ""review_phase"": ""G3_G1_SCIENTIFIC_FREEZE_V1""}"
IPL_6_2,right,138,NGIQ-BR-00000146,IPL_R_6_2,rostrodorsal area 39(Hip3),IPL,composite,PENDING_HUMAN_REVIEW,APPROVE_DOMINANT_OVERLAP,ChatGPT human scientific review,Inferior Parietal Lobule,Inferior Parietal Lobule;Superior Parietal Lobule;Supramarginal Gyrus,FALSE,FALSE,dominant_overlap,,G3_G1_SCIENTIFIC_FREEZE_V1,"{""official_parcel_identity"": ""IPL_R_6_2"", ""seed_authority"": ""Fan et al. 2016 Supplementary Table 1 (initial DK seed masks)"", ""official_modified_nomenclature"": ""rostrodorsal area 39(Hip3)"", ""fsaverage_surface_overlap_evidence"": {""top1_dk"": ""inferiorparietal"", ""top1_g1"": ""Right Inferior Parietal Lobule"", ""top1_g1_coverage"": ""0.927823"", ""top2_dk"": ""superiorparietal"", ""top2_dk_coverage"": ""0.072177"", ""non_g1_dk_coverage"": ""0""}, ""decision_source"": ""ChatGPT human scientific review"", ""human_scientific_review"": ""ChatGPT G3->G1 per-pair scientific freeze"", ""review_phase"": ""G3_G1_SCIENTIFIC_FREEZE_V1""}"
IPL_6_3,left,139,NGIQ-BR-00000147,IPL_L_6_3,rostrodorsal area 40(PFt),IPL,composite,PENDING_HUMAN_REVIEW,APPROVE_DOMINANT_OVERLAP,ChatGPT human scientific review,Supramarginal Gyrus,Postcentral Gyrus;Superior Parietal Lobule;Supramarginal Gyrus,FALSE,FALSE,dominant_overlap,,G3_G1_SCIENTIFIC_FREEZE_V1,"{""official_parcel_identity"": ""IPL_L_6_3"", ""seed_authority"": ""Fan et al. 2016 Supplementary Table 1 (initial DK seed masks)"", ""official_modified_nomenclature"": ""rostrodorsal area 40(PFt)"", ""fsaverage_surface_overlap_evidence"": {""top1_dk"": ""supramarginal"", ""top1_g1"": ""Left Supramarginal Gyrus"", ""top1_g1_coverage"": ""0.974017"", ""top2_dk"": ""postcentral"", ""top2_dk_coverage"": ""0.022121"", ""non_g1_dk_coverage"": ""0""}, ""decision_source"": ""ChatGPT human scientific review"", ""human_scientific_review"": ""ChatGPT G3->G1 per-pair scientific freeze"", ""review_phase"": ""G3_G1_SCIENTIFIC_FREEZE_V1""}"
IPL_6_3,right,140,NGIQ-BR-00000148,IPL_R_6_3,rostrodorsal area 40(PFt),IPL,composite,PENDING_HUMAN_REVIEW,APPROVE_DOMINANT_OVERLAP,ChatGPT human scientific review,Supramarginal Gyrus,Postcentral Gyrus;Superior Parietal Lobule;Supramarginal Gyrus,FALSE,FALSE,dominant_overlap,,G3_G1_SCIENTIFIC_FREEZE_V1,"{""official_parcel_identity"": ""IPL_R_6_3"", ""seed_authority"": ""Fan et al. 2016 Supplementary Table 1 (initial DK seed masks)"", ""official_modified_nomenclature"": ""rostrodorsal area 40(PFt)"", ""fsaverage_surface_overlap_evidence"": {""top1_dk"": ""supramarginal"", ""top1_g1"": ""Right Supramarginal Gyrus"", ""top1_g1_coverage"": ""0.794611"", ""top2_dk"": ""inferiorparietal"", ""top2_dk_coverage"": ""0.178442"", ""non_g1_dk_coverage"": ""0""}, ""decision_source"": ""ChatGPT human scientific review"", ""human_scientific_review"": ""ChatGPT G3->G1 per-pair scientific freeze"", ""review_phase"": ""G3_G1_SCIENTIFIC_FREEZE_V1""}"
IPL_6_4,left,141,NGIQ-BR-00000149,IPL_L_6_4,caudal area 40(PFm),IPL,composite,PENDING_HUMAN_REVIEW,APPROVE_DOMINANT_OVERLAP,ChatGPT human scientific review,Supramarginal Gyrus,Inferior Parietal Lobule;Superior Temporal Gyrus;Supramarginal Gyrus,FALSE,FALSE,dominant_overlap,,G3_G1_SCIENTIFIC_FREEZE_V1,"{""official_parcel_identity"": ""IPL_L_6_4"", ""seed_authority"": ""Fan et al. 2016 Supplementary Table 1 (initial DK seed masks)"", ""official_modified_nomenclature"": ""caudal area 40(PFm)"", ""fsaverage_surface_overlap_evidence"": {""top1_dk"": ""supramarginal"", ""top1_g1"": ""Left Supramarginal Gyrus"", ""top1_g1_coverage"": ""0.82732"", ""top2_dk"": ""inferiorparietal"", ""top2_dk_coverage"": ""0.154466"", ""non_g1_dk_coverage"": ""0""}, ""decision_source"": ""ChatGPT human scientific review"", ""human_scientific_review"": ""ChatGPT G3->G1 per-pair scientific freeze"", ""review_phase"": ""G3_G1_SCIENTIFIC_FREEZE_V1""}"
IPL_6_4,right,142,NGIQ-BR-00000150,IPL_R_6_4,caudal area 40(PFm),IPL,composite,PENDING_HUMAN_REVIEW,APPROVE_DOMINANT_OVERLAP,ChatGPT human scientific review,Supramarginal Gyrus,Inferior Parietal Lobule;Superior Temporal Gyrus;Supramarginal Gyrus,FALSE,FALSE,dominant_overlap,,G3_G1_SCIENTIFIC_FREEZE_V1,"{""official_parcel_identity"": ""IPL_R_6_4"", ""seed_authority"": ""Fan et al. 2016 Supplementary Table 1 (initial DK seed masks)"", ""official_modified_nomenclature"": ""caudal area 40(PFm)"", ""fsaverage_surface_overlap_evidence"": {""top1_dk"": ""supramarginal"", ""top1_g1"": ""Right Supramarginal Gyrus"", ""top1_g1_coverage"": ""0.695634"", ""top2_dk"": ""inferiorparietal"", ""top2_dk_coverage"": ""0.299279"", ""non_g1_dk_coverage"": ""0""}, ""decision_source"": ""ChatGPT human scientific review"", ""human_scientific_review"": ""ChatGPT G3->G1 per-pair scientific freeze"", ""review_phase"": ""G3_G1_SCIENTIFIC_FREEZE_V1""}"
IPL_6_5,left,143,NGIQ-BR-00000151,IPL_L_6_5,rostroventral area 39(PGa),IPL,composite,PENDING_HUMAN_REVIEW,APPROVE_CONTAINED_IN,ChatGPT human scientific review,Inferior Parietal Lobule,Inferior Parietal Lobule;Middle Temporal Gyrus;Superior Temporal Gyrus;Supramarginal Gyrus,TRUE,TRUE,contained_in,,G3_G1_SCIENTIFIC_FREEZE_V1,"{""official_parcel_identity"": ""IPL_L_6_5"", ""seed_authority"": ""Fan et al. 2016 Supplementary Table 1 (initial DK seed masks)"", ""official_modified_nomenclature"": ""rostroventral area 39(PGa)"", ""fsaverage_surface_overlap_evidence"": {""top1_dk"": ""inferiorparietal"", ""top1_g1"": ""Left Inferior Parietal Lobule"", ""top1_g1_coverage"": ""0.901837"", ""top2_dk"": ""supramarginal"", ""top2_dk_coverage"": ""0.085247"", ""non_g1_dk_coverage"": ""0.004592""}, ""decision_source"": ""ChatGPT human scientific review"", ""human_scientific_review"": ""ChatGPT G3->G1 per-pair scientific freeze"", ""review_phase"": ""G3_G1_SCIENTIFIC_FREEZE_V1""}"
IPL_6_5,right,144,NGIQ-BR-00000152,IPL_R_6_5,rostroventral area 39(PGa),IPL,composite,PENDING_HUMAN_REVIEW,APPROVE_CONTAINED_IN,ChatGPT human scientific review,Inferior Parietal Lobule,Inferior Parietal Lobule;Middle Temporal Gyrus;Superior Temporal Gyrus;Supramarginal Gyrus,TRUE,TRUE,contained_in,,G3_G1_SCIENTIFIC_FREEZE_V1,"{""official_parcel_identity"": ""IPL_R_6_5"", ""seed_authority"": ""Fan et al. 2016 Supplementary Table 1 (initial DK seed masks)"", ""official_modified_nomenclature"": ""rostroventral area 39(PGa)"", ""fsaverage_surface_overlap_evidence"": {""top1_dk"": ""inferiorparietal"", ""top1_g1"": ""Right Inferior Parietal Lobule"", ""top1_g1_coverage"": ""0.917989"", ""top2_dk"": ""supramarginal"", ""top2_dk_coverage"": ""0.049386"", ""non_g1_dk_coverage"": ""0.027237""}, ""decision_source"": ""ChatGPT human scientific review"", ""human_scientific_review"": ""ChatGPT G3->G1 per-pair scientific freeze"", ""review_phase"": ""G3_G1_SCIENTIFIC_FREEZE_V1""}"
IPL_6_6,left,145,NGIQ-BR-00000153,IPL_L_6_6,rostroventral area 40(PFop),IPL,composite,PENDING_HUMAN_REVIEW,APPROVE_CONTAINED_IN,ChatGPT human scientific review,Supramarginal Gyrus,Insula;Superior Temporal Gyrus;Supramarginal Gyrus;Transverse Temporal Gyrus,TRUE,TRUE,contained_in,,G3_G1_SCIENTIFIC_FREEZE_V1,"{""official_parcel_identity"": ""IPL_L_6_6"", ""seed_authority"": ""Fan et al. 2016 Supplementary Table 1 (initial DK seed masks)"", ""official_modified_nomenclature"": ""rostroventral area 40(PFop)"", ""fsaverage_surface_overlap_evidence"": {""top1_dk"": ""supramarginal"", ""top1_g1"": ""Left Supramarginal Gyrus"", ""top1_g1_coverage"": ""0.970365"", ""top2_dk"": ""superiortemporal"", ""top2_dk_coverage"": ""0.018432"", ""non_g1_dk_coverage"": ""0""}, ""decision_source"": ""ChatGPT human scientific review"", ""human_scientific_review"": ""ChatGPT G3->G1 per-pair scientific freeze"", ""review_phase"": ""G3_G1_SCIENTIFIC_FREEZE_V1""}"
IPL_6_6,right,146,NGIQ-BR-00000154,IPL_R_6_6,rostroventral area 40(PFop),IPL,composite,PENDING_HUMAN_REVIEW,APPROVE_CONTAINED_IN,ChatGPT human scientific review,Supramarginal Gyrus,Insula;Superior Temporal Gyrus;Supramarginal Gyrus;Transverse Temporal Gyrus,TRUE,TRUE,contained_in,,G3_G1_SCIENTIFIC_FREEZE_V1,"{""official_parcel_identity"": ""IPL_R_6_6"", ""seed_authority"": ""Fan et al. 2016 Supplementary Table 1 (initial DK seed masks)"", ""official_modified_nomenclature"": ""rostroventral area 40(PFop)"", ""fsaverage_surface_overlap_evidence"": {""top1_dk"": ""supramarginal"", ""top1_g1"": ""Right Supramarginal Gyrus"", ""top1_g1_coverage"": ""0.965971"", ""top2_dk"": ""postcentral"", ""top2_dk_coverage"": ""0.018561"", ""non_g1_dk_coverage"": ""0""}, ""decision_source"": ""ChatGPT human scientific review"", ""human_scientific_review"": ""ChatGPT G3->G1 per-pair scientific freeze"", ""review_phase"": ""G3_G1_SCIENTIFIC_FREEZE_V1""}"
CG_7_1,left,175,NGIQ-BR-00000181,CG_L_7_1,dorsal area 23,CG,composite,PENDING_HUMAN_REVIEW,PARTIAL_OVERLAP,ChatGPT human scientific review,,Isthmus Of Cingulate Gyrus;Posterior Cingulate Cortex,FALSE,FALSE,partial_overlap,,G3_G1_SCIENTIFIC_FREEZE_V1,"{""official_parcel_identity"": ""CG_L_7_1"", ""seed_authority"": ""Fan et al. 2016 Supplementary Table 1 (initial DK seed masks)"", ""official_modified_nomenclature"": ""dorsal area 23"", ""fsaverage_surface_overlap_evidence"": {""top1_dk"": ""isthmuscingulate"", ""top1_g1"": ""Left Isthmus Of Cingulate Gyrus"", ""top1_g1_coverage"": ""0.608768"", ""top2_dk"": ""posteriorcingulate"", ""top2_dk_coverage"": ""0.378825"", ""non_g1_dk_coverage"": ""0""}, ""decision_source"": ""ChatGPT human scientific review"", ""human_scientific_review"": ""ChatGPT G3->G1 per-pair scientific freeze"", ""review_phase"": ""G3_G1_SCIENTIFIC_FREEZE_V1""}"
CG_7_1,right,176,NGIQ-BR-00000182,CG_R_7_1,dorsal area 23,CG,composite,PENDING_HUMAN_REVIEW,PARTIAL_OVERLAP,ChatGPT human scientific review,,Isthmus Of Cingulate Gyrus;Posterior Cingulate Cortex,FALSE,FALSE,partial_overlap,,G3_G1_SCIENTIFIC_FREEZE_V1,"{""official_parcel_identity"": ""CG_R_7_1"", ""seed_authority"": ""Fan et al. 2016 Supplementary Table 1 (initial DK seed masks)"", ""official_modified_nomenclature"": ""dorsal area 23"", ""fsaverage_surface_overlap_evidence"": {""top1_dk"": ""isthmuscingulate"", ""top1_g1"": ""Right Isthmus Of Cingulate Gyrus"", ""top1_g1_coverage"": ""0.616038"", ""top2_dk"": ""posteriorcingulate"", ""top2_dk_coverage"": ""0.346226"", ""non_g1_dk_coverage"": ""0""}, ""decision_source"": ""ChatGPT human scientific review"", ""human_scientific_review"": ""ChatGPT G3->G1 per-pair scientific freeze"", ""review_phase"": ""G3_G1_SCIENTIFIC_FREEZE_V1""}"
